key_id,_id,ltable_id,rtable_id,ltable_Name,ltable_Phone,ltable_Zipcode,ltable_State,ltable_City,ltable_Address,ltable_Delivery,ltable_Takeout,ltable_Outdoor_seating,rtable_Name,rtable_Phone,rtable_Zipcode,rtable_State,rtable_City,rtable_Address,rtable_Delivery,rtable_Takeout,rtable_Outdoor_seating
550,350763,2827,1661,Fino Ristorante & Bar,(415) 928-2080,94109,CA,San Francisco,624 Post St,0,0,0,Farm:Table,(415) 292-7089,94109,CA,San Francisco,754 Post Street,0,0,0
551,350766,2854,1661,Golden Coffee Shop,(415) 922-0537,94109,CA,San Francisco,901 Sutter St,0,1,0,Farm:Table,(415) 292-7089,94109,CA,San Francisco,754 Post Street,0,0,0
552,350780,3013,1661,Joy’s Place,(415) 817-1391,94109,CA,San Francisco,611 Post St,0,1,0,Farm:Table,(415) 292-7089,94109,CA,San Francisco,754 Post Street,0,0,0
553,337206,2488,1550,The Boy’s Deli,(415) 776-3099,94109,CA,San Francisco,2222 Polk St,0,1,0,Swan Oyster Depot,(415) 673-1101,94109,CA,San Francisco,1517 Polk Street,0,1,0
554,337208,2509,1550,Thai Idea Vegetarian,(415) 440-8344,94109,CA,San Francisco,710 Polk St,0,1,0,Swan Oyster Depot,(415) 673-1101,94109,CA,San Francisco,1517 Polk Street,0,1,0
555,337212,2549,1550,Seven Hills,(415) 775-1550,94109,CA,San Francisco,1550 Hyde St,0,0,0,Swan Oyster Depot,(415) 673-1101,94109,CA,San Francisco,1517 Polk Street,0,1,0
556,337218,2690,1550,Swan Oyster Depot,(415) 673-1101,94109,CA,San Francisco,1517 Polk St,0,1,0,Swan Oyster Depot,(415) 673-1101,94109,CA,San Francisco,1517 Polk Street,0,1,0
557,115244,703,506,Sweet Maple Cafe,(312) 243-8908,60607,IL,Chicago,1339 W Taylor St,0,1,0,Stax Cafe,(312) 733-9871,60607,IL,Chicago,1401 W. Taylor Street,0,1,0
558,174447,1040,794,The Little Owl,(212) 741-4695,10014,NY,New York,90 Bedford St,0,0,0,The Standard Grill,(212) 645-4100,10014,NY,New York,The Standard High Line,0,0,1
559,174466,1517,794,The Grey Dog,(212) 966-1060,10014,NY,New York,49 Carmine St,1,1,0,The Standard Grill,(212) 645-4100,10014,NY,New York,The Standard High Line,0,0,1
560,390606,3051,1927,Contraband Coffee Bar,(415) 839-7388,94109,CA,San Francisco,1415 Larkin St,0,1,1,Turtle Tower,(415) 409-3333,94109,CA,San Francisco,645 Larkin Street,0,1,0
561,390561,2722,1927,Lers Ros Thai,(415) 931-6917,94109,CA,San Francisco,730 Larkin St,1,1,0,Turtle Tower,(415) 409-3333,94109,CA,San Francisco,645 Larkin Street,0,1,0
562,102537,160,434,Rootstock Wine & Beer Bar,(773) 292-1616,60622,IL,Chicago,954 N California Ave,0,0,1,Lockdown Bar & Grill,(773) 451-5625,60622,IL,Chicago,1024 N. Western Avenue,0,1,1
563,102625,414,434,Lockdown Bar &  Grill,(773) 451-5625,60622,IL,Chicago,1024 N Western Ave,1,1,1,Lockdown Bar & Grill,(773) 451-5625,60622,IL,Chicago,1024 N. Western Avenue,0,1,1
564,102684,544,434,AMK Kitchen Bar,(773) 276-4400,60622,IL,Chicago,1954 W Armitage,0,1,0,Lockdown Bar & Grill,(773) 451-5625,60622,IL,Chicago,1024 N. Western Avenue,0,1,1
565,432174,3035,2186,Mama’s On Washington Square,(415) 362-6421,94133,CA,San Francisco,1701 Stockton St,0,0,0,Las Margaritas,(415) 776-6996,94133,CA,San Francisco,2801 Leavenworth Street,0,1,1
566,651124,230,3234,La Scarola,(312) 243-1740,60610,IL,Chicago,721 W Grand Ave,0,1,0,India House,(312) 645-9500,60610,IL,Chicago,59 W Grand Avenue,0,1,0
567,433751,2742,2193,Arinell Pizza,(415) 255-1303,94110,CA,San Francisco,509 Valencia St,0,1,0,Cha-Ya,(415) 252-7825,94110,CA,San Francisco,762 Valencia Street,0,1,0
568,692131,2221,3385,Pike’s Pit Bar-B-Que,(206) 538-0779,98101,WA,Seattle,1505 Pike Place Market,0,1,1,Gordon Biersch Brewery Restaurant,(206) 405-4205,98101,WA,Seattle,Pacific Place,0,1,0
569,404358,2702,2009,Leopold’s,(415) 474-2000,94109,CA,San Francisco,2400 Polk St,0,0,0,Lemongrass,(415) 346-1818 (415) 929-1183,94109,CA,San Francisco,2348 Polk Street,1,1,0
570,5791,653,23,Pierrot Gourmet,(312) 573-6749,60611,IL,Chicago,108 E Superior St,0,1,1,Gino's East,(312) 266-3337,60611,IL,Chicago,162 E Superior Street,1,1,1
571,5793,710,23,Blaze Fast-Fire’d Pizza,(312) 255-1290,60611,IL,Chicago,227 E Ontario St,0,1,1,Gino's East,(312) 266-3337,60611,IL,Chicago,162 E Superior Street,1,1,1
572,36624,637,154,The Orbit Room,(773) 588-8540,60618,IL,Chicago,2959 N California Ave,0,1,1,The Bad Apple,(773) 360-8406,60618,IL,Chicago,4300 N Lincoln Avenue,0,1,1
573,36631,667,154,Meatheads,(773) 525-5300,60618,IL,Chicago,3304 N Western Ave,0,1,0,The Bad Apple,(773) 360-8406,60618,IL,Chicago,4300 N Lincoln Avenue,0,1,1
574,36627,646,154,The Bad Apple,(773) 360-8406,60618,IL,Chicago,4300 N Lincoln Ave,0,1,1,The Bad Apple,(773) 360-8406,60618,IL,Chicago,4300 N Lincoln Avenue,0,1,1
575,258477,1315,1162,Samba Kitchen & Bar,(212) 256-0170,10036,NY,New York,661 9th Ave,0,1,0,Bali Nusa Indah,(212) 265-2200,10036,NY,New York,651 9th Avenue,1,1,0
576,105347,62,448,Yuzu Sushi & Robata Grill,(312) 666-4100,60622,IL,Chicago,1751 W Chicago Ave,1,1,0,Roots Handmade Pizza,(773) 645-4949,60622,IL,Chicago,1924 W. Chicago Avenue,1,1,1
577,105362,97,448,Schwa,(773) 252-1466,60622,IL,Chicago,1466 N Ashland Ave,0,0,0,Roots Handmade Pizza,(773) 645-4949,60622,IL,Chicago,1924 W. Chicago Avenue,1,1,1
578,105385,160,448,Rootstock Wine & Beer Bar,(773) 292-1616,60622,IL,Chicago,954 N California Ave,0,0,1,Roots Handmade Pizza,(773) 645-4949,60622,IL,Chicago,1924 W. Chicago Avenue,1,1,1
579,105407,200,448,Piece Brewery and Pizzeria,(773) 772-4422,60622,IL,Chicago,1927 W North Ave,1,1,0,Roots Handmade Pizza,(773) 645-4949,60622,IL,Chicago,1924 W. Chicago Avenue,1,1,1
580,105345,58,448,Fatso’s Last Stand,(773) 245-3287,60622,IL,Chicago,2258 W Chicago Ave,1,1,1,Roots Handmade Pizza,(773) 645-4949,60622,IL,Chicago,1924 W. Chicago Avenue,1,1,1
581,105445,322,448,The Bongo Room,(773) 489-0690,60622,IL,Chicago,1470 N Milwaukee Ave,0,1,0,Roots Handmade Pizza,(773) 645-4949,60622,IL,Chicago,1924 W. Chicago Avenue,1,1,1
582,699019,1994,3415,Wedgwood II Vegetarian Thai,(206) 724-0655,98102,WA,Seattle,420 Broadway E,0,1,0,Dilettante Cafe and Mocha Martini Bar,(206) 329-6463,98102,WA,Seattle,538 Broadway East,0,1,0
583,377002,3016,1828,Poké Bar,(415) 767-5130,94103,CA,San Francisco,1355 Market St,0,1,0,AQ Restaurant & Bar,(415) 341-9000,94103,CA,San Francisco,1085 Mission Street,0,0,0
584,202482,1469,934,Strip House,(212) 328-0000,10003,NY,New York,13 E 12th St,0,0,0,Strip House,(212) 328-0000,10003,NY,New York,13 E 12th Street,0,0,0
585,411662,2754,2051,Udupi Palace,(415) 970-8000,94110,CA,San Francisco,1007 Valencia St,1,1,0,Udupi Palace,(415) 970-8000,94110,CA,San Francisco,1007 Valencia Street,0,1,0
586,411724,3069,2051,AL’s Place,(415) 416-6136,94110,CA,San Francisco,1499 Valencia st,0,0,0,Udupi Palace,(415) 970-8000,94110,CA,San Francisco,1007 Valencia Street,0,1,0
587,644364,212,3205,The Purple Pig,(312) 464-1744,60611,IL,Chicago,500 N Michigan Ave,0,0,1,The Cheesecake Factory,(312) 337-1101,60611,IL,Chicago,875 N Michigan Avenue,0,1,1
588,644372,239,3205,Doc B’s Fresh Kitchen - River North,(312) 999-9300,60611,IL,Chicago,55 E Grand Ave,1,1,1,The Cheesecake Factory,(312) 337-1101,60611,IL,Chicago,875 N Michigan Avenue,0,1,1
589,644504,694,3205,NoMI Kitchen,(312) 239-4030,60611,IL,Chicago,800 N Michigan Ave,0,0,1,The Cheesecake Factory,(312) 337-1101,60611,IL,Chicago,875 N Michigan Avenue,0,1,1
590,644389,308,3205,Benny’s Chop House,(312) 626-2444,60611,IL,Chicago,444 N Wabash Ave,0,1,0,The Cheesecake Factory,(312) 337-1101,60611,IL,Chicago,875 N Michigan Avenue,0,1,1
591,354073,2779,1690,Universal Cafe,(415) 821-4608,94110,CA,San Francisco,2814 19th St,0,1,1,Papalote,(415) 970-8815,94110,CA,San Francisco,3409 24th Street,0,1,0
592,354104,2930,1690,Dynamo Donut & Coffee,(415) 920-1978,94110,CA,San Francisco,2760 24th St,0,1,1,Papalote,(415) 970-8815,94110,CA,San Francisco,3409 24th Street,0,1,0
593,354122,3047,1690,Atlas Cafe,(415) 648-1047,94110,CA,San Francisco,3049 20th St,0,1,1,Papalote,(415) 970-8815,94110,CA,San Francisco,3409 24th Street,0,1,0
594,354070,2763,1690,Phat Philly,(415) 550-7428,94110,CA,San Francisco,3388 24th St,1,1,1,Papalote,(415) 970-8815,94110,CA,San Francisco,3409 24th Street,0,1,0
595,650007,42,3231,The Corned Beef Factory Sandwich Shop,(312) 666-2535,60607,IL,Chicago,1009 W Lake St,1,1,1,Al's Italian Beef,(312) 226-4017,60607,IL,Chicago,1079 W Taylor Street,0,1,1
596,650030,625,3231,Francesca’s on Taylor,(312) 829-2828,60607,IL,Chicago,1400 W Taylor St,0,1,0,Al's Italian Beef,(312) 226-4017,60607,IL,Chicago,1079 W Taylor Street,0,1,1
597,277220,1414,1243,PT Restaurant,(718) 388-7438,11211,NY,Brooklyn,331 Bedford Ave,0,1,1,Maison Premiere,(347) 335-0446,11211,NY,Brooklyn,298 Bedford Avenue,0,0,1
598,277224,1520,1243,Maison Premiere,(347) 335-0446,11211,NY,Brooklyn,298 Bedford Ave,0,0,1,Maison Premiere,(347) 335-0446,11211,NY,Brooklyn,298 Bedford Avenue,0,0,1
599,385865,3035,1898,Mama’s On Washington Square,(415) 362-6421,94133,CA,San Francisco,1701 Stockton St,0,0,0,Don Pisto's,(415) 395-0939,94133,CA,San Francisco,510 Union Street,0,1,0
600,677473,2332,3330,Shug’s Soda Fountain + Ice Cream,(206) 602-6420,98101,WA,Seattle,1525 1st Avenue,0,1,1,The Crumpet Shop,(206) 682-1598,98101,WA,Seattle,1503 1st Avenue Pike Place Market,0,1,1
601,677297,1610,3330,Storyville Coffee Company,(206) 780-5777,98101,WA,Seattle,94 Pike St,0,1,0,The Crumpet Shop,(206) 682-1598,98101,WA,Seattle,1503 1st Avenue Pike Place Market,0,1,1
602,677302,1624,3330,The Crumpet Shop,(206) 682-1598,98101,WA,Seattle,1503 1st Ave,0,1,1,The Crumpet Shop,(206) 682-1598,98101,WA,Seattle,1503 1st Avenue Pike Place Market,0,1,1
603,677375,1872,3330,Sitka & Spruce,(206) 324-0662,98101,WA,Seattle,1531 Melrose Ave,0,0,0,The Crumpet Shop,(206) 682-1598,98101,WA,Seattle,1503 1st Avenue Pike Place Market,0,1,1
604,116385,243,512,Beatrix River North,(312) 284-1377,60654,IL,Chicago,519 North Clark Street,0,1,1,Mother Hubbard's Sports Pub,(312) 828-0007,60654,IL,Chicago,5 W Hubbard Street,0,1,0
605,223048,1198,1022,Katz’s Delicatessen,(212) 254-2246,10002,NY,New York,205 E Houston St,1,1,0,Vanessa's Dumpling House,(212) 625-8008,10002,NY,New York,118A Eldridge Street,0,1,0
606,223050,1431,1022,Vanessa’s Dumpling House,(212) 625-8008,10002,NY,New York,118A Eldridge St,0,1,0,Vanessa's Dumpling House,(212) 625-8008,10002,NY,New York,118A Eldridge Street,0,1,0
607,137802,201,618,Toro Sushi,(773) 348-7255,60614,IL,Chicago,2546 N Clark St,0,1,0,Noodles in the Pot,(773) 975-6177,60614,IL,Chicago,2453 N. Halsted Street,1,1,1
608,137879,567,618,The Pasta Bowl,(773) 525-2695,60614,IL,Chicago,2434 N Clark St,1,1,0,Noodles in the Pot,(773) 975-6177,60614,IL,Chicago,2453 N. Halsted Street,1,1,1
609,183724,827,847,Eleven Madison Park,(212) 889-0905,10010,NY,New York,11 Madison Ave,0,0,0,Maialino At Gramercy Park Hotel,(212) 777-2410,10010,NY,New York,2 Lexington Avenue,0,0,0
610,183762,1543,847,Maialino,(212) 777-2410,10010,NY,New York,2 Lexington Ave,0,0,0,Maialino At Gramercy Park Hotel,(212) 777-2410,10010,NY,New York,2 Lexington Avenue,0,0,0
611,447065,3046,2293,Capo’s Chicago Pizza,(415) 986-8998,94133,CA,San Francisco,641 Vallejo St,1,1,1,Capo's,(415) 986-8998,94133,CA,San Francisco,641 Vallejo Street,0,1,1
612,12433,331,51,The Chicago Diner,(773) 935-6696,60657,IL,Chicago,3411 N Halsted St,0,1,1,The Chicago Diner,(773) 935-6696,60657,IL,Chicago,3411 North Halsted Street,0,1,0
613,107305,308,455,Benny’s Chop House,(312) 626-2444,60611,IL,Chicago,444 N Wabash Ave,0,1,0,P.F. Chang's,(312) 828-9977,60611,IL,Chicago,530 N. Wabash Avenue,0,1,0
614,177611,1107,806,The McKittrick Hotel,(212) 904-1880,10001,NY,New York,530 W 27th St,0,0,0,The Breslin,(212) 679-1939,10001,NY,New York,16 W 29th Street,0,1,0
615,177642,1316,806,The NoMad Bar,(212) 796-1500,10001,NY,New York,10 W 28th St,0,0,0,The Breslin,(212) 679-1939,10001,NY,New York,16 W 29th Street,0,1,0
616,226272,1241,1037,Sakagura,(212) 953-7253,10017,NY,New York,211 E 43rd St,0,0,0,Avra,(212) 759-8550,10017,NY,New York,141 E 48th Street,0,1,1
617,58615,5,242,Alinea,(312) 867-0110,60614,IL,Chicago,1723 N Halsted St,0,0,0,Sapori Trattoria,(773) 832-9999,60614,IL,Chicago,2701 N Halsted Street,0,1,1
618,58625,82,242,Sapori Trattoria,(312) 967-9358,60614,IL,Chicago,2701 N Halsted St,0,1,1,Sapori Trattoria,(773) 832-9999,60614,IL,Chicago,2701 N Halsted Street,0,1,1
619,58653,201,242,Toro Sushi,(773) 348-7255,60614,IL,Chicago,2546 N Clark St,0,1,0,Sapori Trattoria,(773) 832-9999,60614,IL,Chicago,2701 N Halsted Street,0,1,1
620,58822,735,242,Stella Barra Pizzeria,(773) 634-4101,60614,IL,Chicago,1954 N Halsted St,0,1,1,Sapori Trattoria,(773) 832-9999,60614,IL,Chicago,2701 N Halsted Street,0,1,1
621,58750,648,242,Aloha Eats,(773) 935-6828,60614,IL,Chicago,2534 N Clark St,1,1,0,Sapori Trattoria,(773) 832-9999,60614,IL,Chicago,2701 N Halsted Street,0,1,1
622,58751,654,242,Summer House,(773) 634-4100,60614,IL,Chicago,1954 N Halsted St,0,1,1,Sapori Trattoria,(773) 832-9999,60614,IL,Chicago,2701 N Halsted Street,0,1,1
623,238833,909,1090,Lucali,(718) 858-4086,11231,NY,Brooklyn,575 Henry St,0,1,0,Lucali,(718) 858-4086,11231,NY,Brooklyn,575 Henry Street,0,1,0
624,162239,838,747,Juliana’s Pizza,(718) 596-6700,11201,NY,Brooklyn,19 Old Fulton St,0,1,1,Grimaldi's Pizzeria,(718) 858-4300,11201,NY,Brooklyn,1 Front Street,0,1,0
625,247963,1315,1121,Samba Kitchen & Bar,(212) 256-0170,10036,NY,New York,661 9th Ave,0,1,0,Southern Hospitality,(212) 265-1000,10036,NY,New York,645 9th Avenue,0,1,1
626,335574,2658,1533,Tara Indian Cuisine,(415) 861-6655,94114,CA,San Francisco,2217 Market St,1,1,0,Chow,(415) 552-2469,94114,CA,San Francisco,215 Church Street,0,1,1
627,302123,965,1361,Paulie Gee’s,(347) 987-3747,11222,NY,Brooklyn,60 Greenpoint Ave,0,0,0,Paulie Gee's,(347) 987-3747,11222,NY,New York,60 Greenpoint Avenue,0,0,0
628,215348,913,986,Mamoun’s Falafel,(212) 674-8685,10012,NY,New York,119 MacDougal St,0,1,1,Hundred Acres,(212) 475-7500,10012,NY,New York,38 MacDougal Street,0,1,0
629,215352,947,986,Pommes Frites,(212) 674-1234,10012,NY,New York,128 Macdougal St,0,1,0,Hundred Acres,(212) 475-7500,10012,NY,New York,38 MacDougal Street,0,1,0
630,455186,2488,2358,The Boy’s Deli,(415) 776-3099,94109,CA,San Francisco,2222 Polk St,0,1,0,Amelie,(415) 292-6916,94109,CA,San Francisco,1754 Polk Street,0,0,0
631,455237,2811,2358,Luisa’s Pizza And Pasta,(415) 563-4043,94109,CA,San Francisco,1550 California St,0,1,1,Amelie,(415) 292-6916,94109,CA,San Francisco,1754 Polk Street,0,0,0
632,455198,2595,2358,La Folie,(415) 776-5577,94109,CA,San Francisco,2316 Polk St,0,0,0,Amelie,(415) 292-6916,94109,CA,San Francisco,1754 Polk Street,0,0,0
633,455228,2770,2358,Amélie,(415) 292-6916,94109,CA,San Francisco,1754 Polk St,0,0,0,Amelie,(415) 292-6916,94109,CA,San Francisco,1754 Polk Street,0,0,0
634,656011,684,3256,White Oak Tavern & Inn,(773) 248-0200,60614,IL,Chicago,1200 W Webster Ave,0,1,1,Toast,(773) 935-5600,60614,IL,Chicago,746 W Webster Avenue,0,1,0
635,251068,1291,1133,La Maison du Macaron,(212) 243-2757,10011,NY,New York,132 W 23rd St,0,1,0,Chelsea Pizza 23,(212) 206-0999,10011,NY,New York,268 West 23rd Street,1,1,0
636,251079,1464,1133,Auntie Guan’s Kitchen 108,(212) 206-8388,10011,NY,New York,108 W 14th St,1,1,0,Chelsea Pizza 23,(212) 206-0999,10011,NY,New York,268 West 23rd Street,1,1,0
637,119123,443,525,Feed,(773) 489-4600,60622,IL,Chicago,2803 W Chicago Ave,0,1,1,Fatso's Last Stand,(773) 245-3287,60622,IL,Chicago,2258 W. Chicago Avenue,1,1,1
638,119161,775,525,Koko’s Mediterranean Grille,(312) 988-0088,60622,IL,Chicago,1760 W Chicago Ave,1,1,1,Fatso's Last Stand,(773) 245-3287,60622,IL,Chicago,2258 W. Chicago Avenue,1,1,1
639,119073,58,525,Fatso’s Last Stand,(773) 245-3287,60622,IL,Chicago,2258 W Chicago Ave,1,1,1,Fatso's Last Stand,(773) 245-3287,60622,IL,Chicago,2258 W. Chicago Avenue,1,1,1
640,315312,1184,1412,Degustation,(212) 979-1012,10003,NY,New York,239 E 5th St,0,0,0,Vanessa's Dumplings,(212) 529-1328 (212) 529-1329,10003,NY,New York,220 E 14th Street,1,1,0
641,315325,1266,1412,ChikaLicious Dessert Bar,(212) 995-9511,10003,NY,New York,203 E 10th St,0,0,0,Vanessa's Dumplings,(212) 529-1328 (212) 529-1329,10003,NY,New York,220 E 14th Street,1,1,0
642,315338,1378,1412,Van Leeuwen Artisan Ice Cream,(646) 476-3865,10003,NY,New York,48 1/2 E 7th St,0,1,0,Vanessa's Dumplings,(212) 529-1328 (212) 529-1329,10003,NY,New York,220 E 14th Street,1,1,0
643,353003,2488,1682,The Boy’s Deli,(415) 776-3099,94109,CA,San Francisco,2222 Polk St,0,1,0,Pearl's Deluxe Burgers,(415) 409-6120,94109,CA,San Francisco,708 Post Street,0,1,0
644,353022,2630,1682,Pearl’s Deluxe Burgers,(415) 409-6120,94109,CA,San Francisco,708 Post St,0,1,0,Pearl's Deluxe Burgers,(415) 409-6120,94109,CA,San Francisco,708 Post Street,0,1,0
645,353049,2887,1682,Basik Cafe,(415) 655-3283,94109,CA,San Francisco,1958 Polk St,0,1,0,Pearl's Deluxe Burgers,(415) 409-6120,94109,CA,San Francisco,708 Post Street,0,1,0
646,353050,2897,1682,Angel Cafe & Deli,(415) 931-3467,94109,CA,San Francisco,700 Geary St,0,1,1,Pearl's Deluxe Burgers,(415) 409-6120,94109,CA,San Francisco,708 Post Street,0,1,0
647,353030,2702,1682,Leopold’s,(415) 474-2000,94109,CA,San Francisco,2400 Polk St,0,0,0,Pearl's Deluxe Burgers,(415) 409-6120,94109,CA,San Francisco,708 Post Street,0,1,0
648,3679,285,14,Pasta Palazzo,(773) 248-1400,60614,IL,Chicago,1966 N Halsted St,0,1,0,Chicago Pizza & Oven Grinder Company,(773) 248-2570,60614,IL,Chicago,2121 N Clark Street,0,1,0
649,3685,336,14,Greentea Japanese Restaurant,(773) 883-8812,60614,IL,Chicago,2206 N Clark St,1,1,0,Chicago Pizza & Oven Grinder Company,(773) 248-2570,60614,IL,Chicago,2121 N Clark Street,0,1,0
650,3688,356,14,Chicago Pizza And Oven Grinder Company,(773) 248-2570,60614,IL,Chicago,2121 N Clark St,0,1,0,Chicago Pizza & Oven Grinder Company,(773) 248-2570,60614,IL,Chicago,2121 N Clark Street,0,1,0
651,3741,654,14,Summer House,(773) 634-4100,60614,IL,Chicago,1954 N Halsted St,0,1,1,Chicago Pizza & Oven Grinder Company,(773) 248-2570,60614,IL,Chicago,2121 N Clark Street,0,1,0
652,3760,735,14,Stella Barra Pizzeria,(773) 634-4101,60614,IL,Chicago,1954 N Halsted St,0,1,1,Chicago Pizza & Oven Grinder Company,(773) 248-2570,60614,IL,Chicago,2121 N Clark Street,0,1,0
653,3770,772,14,Riccardo Trattoria,(773) 549-0038,60614,IL,Chicago,2119 N Clark St,0,1,0,Chicago Pizza & Oven Grinder Company,(773) 248-2570,60614,IL,Chicago,2121 N Clark Street,0,1,0
654,438635,2822,2239,Sotto Mare,(415) 398-3181,94133,CA,San Francisco,552 Green St,0,1,1,Vicoletto,(415) 433-5800,94133,CA,San Francisco,550 Green Street,0,1,1
655,685927,1845,3363,Musashi’s,(206) 633-0212,98103,WA,Seattle,1400 N 45th St,0,1,0,Musashi's,(206) 633-0212,98103,WA,Seattle,1400 N 45th Street,0,1,0
656,46071,73,193,Viaggio Ristorante & Lounge,(312) 829-3333,60607,IL,Chicago,1330 W Madison St,0,1,1,Sweet Maple Cafe,(312) 243-8908,60607,IL,Chicago,1339 W. Taylor Street,0,1,0
657,46100,703,193,Sweet Maple Cafe,(312) 243-8908,60607,IL,Chicago,1339 W Taylor St,0,1,0,Sweet Maple Cafe,(312) 243-8908,60607,IL,Chicago,1339 W. Taylor Street,0,1,0
658,63944,568,265,Sam & George’s,(773) 935-4025,60657,IL,Chicago,3000 N Lincoln Ave,0,1,0,Cozy Noodles & Rice,(773) 327-0100,60657,IL,Chicago,3456 N Sheffield Avenue,0,1,1
659,193857,942,897,Aquagrill,(212) 274-0505,10012,NY,New York,210 Spring Street,0,1,1,Aquagrill,(212) 274-0505,10012,NY,New York,210 Spring Street,0,1,1
660,193875,1338,897,Ahimsa,(212) 533-7290,10012,NY,New York,"210 Thompson St, Manhattan",1,1,0,Aquagrill,(212) 274-0505,10012,NY,New York,210 Spring Street,0,1,1
661,373533,2526,1805,Cafe du Soleil,(415) 699-6154,94107,CA,San Francisco,345 3rd St,1,1,1,Cafe Chaat,(415) 979-9946,94107,CA,San Francisco,320 3rd Street,0,1,0
662,340962,2574,1580,Zazie,(415) 564-5332,94117,CA,San Francisco,941 Cole St,0,1,1,Zazie,(415) 564-5332,94117,CA,San Francisco,941 Cole Street,0,1,1
663,340968,3032,1580,Cafe Reverie,(415) 242-0200,94117,CA,San Francisco,848 Cole St,0,1,1,Zazie,(415) 564-5332,94117,CA,San Francisco,941 Cole Street,0,1,1
664,66771,243,289,Beatrix River North,(312) 284-1377,60654,IL,Chicago,519 North Clark Street,0,1,1,Beatrix,(312) 284-1377,60654,IL,Chicago,519 N Clark Street,0,1,1
665,438474,2702,2237,Leopold’s,(415) 474-2000,94109,CA,San Francisco,2400 Polk St,0,0,0,Leopold's,(415) 474-2000,94109,CA,San Francisco,2400 Polk Street,0,0,0
666,689390,2397,3373,It’s Bao Time,(206) 227-2815,98109,WA,Seattle,320 Westlake Ave N,0,1,0,Re:public Restaurant & Bar,(206) 467-5300,98109,WA,Seattle,429 Westlake Avenue North,0,1,1
667,689191,2262,3373,re:public,(206) 467-5300,98109,WA,Seattle,429 Westlake Ave N,0,1,1,Re:public Restaurant & Bar,(206) 467-5300,98109,WA,Seattle,429 Westlake Avenue North,0,1,1
668,26660,464,116,Bandera Restaurant,(312) 644-3524,60611,IL,Chicago,535 N Michigan Ave,0,1,0,Wow Bao,(312) 642-5888,60611,IL,Chicago,835 N Michigan Avenue Level G,0,1,0
669,26669,535,116,Bongiorno’s Italian Deli & Pizzeria,(312) 755-1255,60611,IL,Chicago,405 N Wabash Ave,1,1,1,Wow Bao,(312) 642-5888,60611,IL,Chicago,835 N Michigan Avenue Level G,0,1,0
670,139151,434,623,Volare Ristorante Italiano,(312) 410-9900,60611,IL,Chicago,201 E Grand Ave,1,1,1,Pelago Ristorante,(312) 280-0700,60611,IL,Chicago,201 E Delaware Plaza,0,1,1
671,139152,765,623,Original Pancake House,(312) 642-7917,60611,IL,Chicago,22 E Bellevue Pl,0,1,1,Pelago Ristorante,(312) 280-0700,60611,IL,Chicago,201 E Delaware Plaza,0,1,1
672,375847,2412,1819,El Gallo Giro Taco Truck,(415) 846-1802,94110,CA,San Francisco,23rd St & Treat Ave,0,1,1,Boogaloos,(415) 824-4088,94110,CA,San Francisco,3296 22nd Street,0,0,0
673,237277,1464,1082,Auntie Guan’s Kitchen 108,(212) 206-8388,10011,NY,New York,108 W 14th St,1,1,0,Le Grainne Cafe,(646) 486-3000,10011,NY,New York,183 9th Avenue,0,0,1
674,643649,603,3201,Nico Osteria,(312) 994-7100,60611,IL,Chicago,1015 N Rush St,0,0,1,Star of Siam,(312) 670-0100,60611,IL,Chicago,11 East Illinois Street,0,1,0
675,115571,31,509,The Wormhole Coffee,(773) 661-2468,60622,IL,Chicago,1462 N Milwaukee Ave,0,1,1,The Wormhole Coffee,(773) 661-2468,60622,IL,Chicago,1462 N. Milwaukee Avenue,0,1,1
676,115621,302,509,Native Foods Cafe,(773) 489-8480,60622,IL,Chicago,1484 N Milwaukee Ave,0,1,1,The Wormhole Coffee,(773) 661-2468,60622,IL,Chicago,1462 N. Milwaukee Avenue,0,1,1
677,115644,410,509,Bite Café,(773) 395-2483,60622,IL,Chicago,1035 N Western Ave,0,1,0,The Wormhole Coffee,(773) 661-2468,60622,IL,Chicago,1462 N. Milwaukee Avenue,0,1,1
678,115625,322,509,The Bongo Room,(773) 489-0690,60622,IL,Chicago,1470 N Milwaukee Ave,0,1,0,The Wormhole Coffee,(773) 661-2468,60622,IL,Chicago,1462 N. Milwaukee Avenue,0,1,1
679,7720,547,33,Mindy’s Hot Chocolate,(773) 489-1747,60647,IL,Chicago,1747 N Damen Ave,0,1,0,Mindy's Hot Chocolate,(773) 489-1747,60647,IL,Chicago,1747 N Damen Avenue,0,1,0
680,7587,88,33,Bang Bang Pie & Biscuits,(773) 276-8888,60647,IL,Chicago,2051 N California Ave,1,1,1,Mindy's Hot Chocolate,(773) 489-1747,60647,IL,Chicago,1747 N Damen Avenue,0,1,0
681,7599,135,33,Lula Cafe,(773) 489-9554,60647,IL,Chicago,2537 N Kedzie Blvd,0,1,1,Mindy's Hot Chocolate,(773) 489-1747,60647,IL,Chicago,1747 N Damen Avenue,0,1,0
682,7615,197,33,Longman & Eagle,(773) 276-7110,60647,IL,Chicago,2657 N Kedzie Ave,0,0,1,Mindy's Hot Chocolate,(773) 489-1747,60647,IL,Chicago,1747 N Damen Avenue,0,1,0
683,7780,747,33,Hachi’s Kitchen,(773) 276-8080,60647,IL,Chicago,2521 N California Ave,1,1,1,Mindy's Hot Chocolate,(773) 489-1747,60647,IL,Chicago,1747 N Damen Avenue,0,1,0
