,key_id,_id,ltable_id,rtable_id,ltable_Name,ltable_Phone,ltable_Zipcode,ltable_State,ltable_City,ltable_Address,ltable_Delivery,ltable_Takeout,ltable_Outdoor_seating,rtable_Name,rtable_Phone,rtable_Zipcode,rtable_State,rtable_City,rtable_Address,rtable_Delivery,rtable_Takeout,rtable_Outdoor_seating,Label
686,687,345663,2987,1623,Golden Gate Market Deli & Liquor,(415) 346-6052,94123,CA,San Francisco,2767 Lombard St,0,1,0,Cafe Golo,(415) 673-4656,94123,CA,San Francisco,1602 Lombard Street,0,1,0,0
930,931,375082,2474,1814,Arizmendi Bakery,(415) 566-3117,94122,CA,San Francisco,1331 9th Ave,0,1,1,Arizmendi Bakery,(415) 566-3117,94122,CA,San Francisco,1331 9th Avenue,0,1,0,1
355,356,52972,139,220,Stan’s Donuts & Coffee,(773) 360-7386,60622,IL,Chicago,1560 N Damen Ave,0,1,0,Bite Cafe,(773) 395-2483,60622,IL,Chicago,1039 N Western Avenue,0,1,0,0
1008,1009,23303,731,101,Bow Truss Coffee Roasters River North,(312) 222-1306,60654,IL,Chicago,406 N Wells St,0,1,0,Roy's,(312) 787-7599,60654,IL,Chicago,720 N. State Street,0,1,1,0
458,459,326578,942,1470,Aquagrill,(212) 274-0505,10012,NY,New York,210 Spring Street,0,1,1,Acme,(212) 203-2121,10012,NY,New York,9 Great Jones Street,0,0,0,0
791,792,390245,2640,1925,La Taqueria,(415) 285-7117,94110,CA,San Francisco,2889 Mission St,0,1,1,Taqueria Cancun,(415) 252-9560,94110,CA,San Francisco,2288 Mission District Street,0,1,0,0
875,876,241348,1114,1100,Market Table,(212) 255-2100,10014,NY,New York,54 Carmine St,1,1,0,Mary's Fish Camp,(646) 486-2185,10014,NY,New York,64 Charles Street,0,1,0,0
696,697,363277,3021,1748,Mandalay,(415) 386-3896,94118,CA,San Francisco,4348 California St,0,1,0,Mandalay,(415) 386-3895,94118,CA,San Francisco,4348 California Street,0,1,0,1
773,774,425445,2909,2144,Mission Banh Mi,(415) 551-1772,94110,CA,San Francisco,2200 Mission St,0,1,0,Mi Lindo Peru,(415) 642-4897,94110,CA,San Francisco,3226 Mission Street,0,1,0,0
48,49,402870,3001,1998,Stella Pastry & Cafe,(415) 986-2914,94133,CA,San Francisco,446 Columbus Ave,0,1,0,Joanie's Happy Days Diner,(415) 928-4343,94133,CA,San Francisco,1329 Columbus Avenue,0,1,0,0
779,780,114150,132,501,Hendrickx Belgian Bread Crafter,(312) 649-6717,60611,IL,Chicago,100 E Walton St,0,1,1,Gaylord Fine Indian Cuisine,(312) 664-1700,60611,IL,Chicago,100 E Walton Street Walton Colonnade,0,1,0,0
466,467,337106,2833,1549,Golden Boy Pizza,(415) 982-9738,94133,CA,San Francisco,542 Green St,0,1,0,Bistro Boudin,(415) 351-5561,94133,CA,San Francisco,160 Jefferson Street,0,1,1,0
334,335,160033,1289,735,Peter Luger Steak House,(718) 387-7400,11211,NY,Brooklyn,178 Broadway,0,0,0,Peter Luger Steak House,(718) 387-7400,11211,NY,Brooklyn,178 Broadway,0,0,0,1
587,588,644372,239,3205,Doc B’s Fresh Kitchen - River North,(312) 999-9300,60611,IL,Chicago,55 E Grand Ave,1,1,1,The Cheesecake Factory,(312) 337-1101,60611,IL,Chicago,875 N Michigan Avenue,0,1,1,0
528,529,351897,2940,1673,Pacific Catch,(415) 440-1950,94123,CA,San Francisco,2027 Chestnut St,1,1,1,Mamacita,(415) 346-8494,94123,CA,San Francisco,2317 Chestnut Street,0,1,0,0
886,887,710966,1994,3464,Wedgwood II Vegetarian Thai,(206) 724-0655,98102,WA,Seattle,420 Broadway E,0,1,0,Rom Mai Thai,(206) 726-9058,98102,WA,Seattle,613 Broadway E,1,1,1,0
1087,1088,684770,1770,3357,Quinn’s,(206) 325-7711,98122,WA,Seattle,1001 E Pike St,0,0,0,Bimbo's Cantina,(206) 322-9950,98122,WA,Seattle,1013 East Pike Street,1,1,0,0
204,205,46867,201,197,Toro Sushi,(773) 348-7255,60614,IL,Chicago,2546 N Clark St,0,1,0,Toro Sushi,(773) 348-4877,60614,IL,Chicago,2546 N Clark Street,1,1,0,1
153,154,364926,2750,1761,Eight AM,(415) 292-4888,94133,CA,San Francisco,1323 Columbus Ave,0,1,1,Eight AM,(415) 292-4888,94133,CA,San Francisco,1323 Columbus Avenue,0,1,1,1
785,786,697043,2221,3407,Pike’s Pit Bar-B-Que,(206) 538-0779,98101,WA,Seattle,1505 Pike Place Market,0,1,1,Place Pigalle,(206) 624-1756,98101,WA,Seattle,Pike Place Market,0,0,1,0
527,528,145838,772,660,Riccardo Trattoria,(773) 549-0038,60614,IL,Chicago,2119 N Clark St,0,1,0,The Peasantry,(773) 868-4888,60614,IL,Chicago,2723 N Clark Street,0,1,0,0
566,567,433751,2742,2193,Arinell Pizza,(415) 255-1303,94110,CA,San Francisco,509 Valencia St,0,1,0,Cha-Ya,(415) 252-7825,94110,CA,San Francisco,762 Valencia Street,0,1,0,0
89,90,325848,1301,1465,Blue Ribbon Sushi,(212) 343-0404,10012,NY,New York,119 Sullivan St,0,1,0,Ken & Cook,(212) 966-3058,10012,NY,New York,19 Kenmare Street,1,1,1,0
969,970,452807,2832,2333,Mission Pie,(415) 282-1500,94110,CA,San Francisco,2901 Mission St,0,1,0,Jasmine Tea House,(415) 826-6288,94110,CA,San Francisco,3253 Mission Street,1,1,0,0
347,348,403739,2930,2002,Dynamo Donut & Coffee,(415) 920-1978,94110,CA,San Francisco,2760 24th St,0,1,1,Wise Sons,(415) 787-3354,94110,CA,San Francisco,3150 24th Street,0,1,0,0
14,15,347906,3043,1646,Stanza Coffee,(415) 553-8966,94103,CA,San Francisco,3126 16th St,0,1,1,Pancho Villa Taqueria,(415) 864-8840,94103,CA,San Francisco,3071 16th Street,0,1,0,0
581,582,699019,1994,3415,Wedgwood II Vegetarian Thai,(206) 724-0655,98102,WA,Seattle,420 Broadway E,0,1,0,Dilettante Cafe and Mocha Martini Bar,(206) 329-6463,98102,WA,Seattle,538 Broadway East,0,1,0,0
928,929,334715,3039,1529,B Star Bar,(415) 933-9900,94118,CA,San Francisco,127 Clement St,0,1,1,Burma Superstar,(415) 387-2147,94118,CA,San Francisco,309 Clement Street,0,1,0,0
909,910,386296,3005,1899,Commonwealth,(415) 355-1500,94110,CA,San Francisco,2224 Mission St,0,0,0,Commonwealth,(415) 355-1500,94110,CA,San Francisco,2224 Mission District Street,0,0,0,1
582,583,377002,3016,1828,Poké Bar,(415) 767-5130,94103,CA,San Francisco,1355 Market St,0,1,0,AQ Restaurant & Bar,(415) 341-9000,94103,CA,San Francisco,1085 Mission Street,0,0,0,0
625,626,335574,2658,1533,Tara Indian Cuisine,(415) 861-6655,94114,CA,San Francisco,2217 Market St,1,1,0,Chow,(415) 552-2469,94114,CA,San Francisco,215 Church Street,0,1,1,0
441,442,359326,2811,1724,Luisa’s Pizza And Pasta,(415) 563-4043,94109,CA,San Francisco,1550 California St,0,1,1,Seven Hills,(415) 775-1550,94109,CA,San Francisco,1550 Hyde Street,0,0,0,0
19,20,648788,721,3224,Friends Sushi,(312) 787-8998,60611,IL,Chicago,710 N Rush St,1,1,1,Friends Sushi,(312) 787-8998,60611,IL,Chicago,710 North Rush Street,0,1,1,1
12,13,46271,654,194,Summer House,(773) 634-4100,60614,IL,Chicago,1954 N Halsted St,0,1,1,Summer House Santa Monica,(773) 634-4100,60614,IL,Chicago,1954 N Halsted Street,0,1,1,1
543,544,376337,2933,1823,Rossi’s Delicatessen,(415) 863-4533,94114,CA,San Francisco,426 Castro St,0,1,0,Catch,(415) 431-5000,94114,CA,San Francisco,2362 Market Street,0,1,1,0
869,870,676833,1624,3329,The Crumpet Shop,(206) 682-1598,98101,WA,Seattle,1503 1st Ave,0,1,1,The Pike Brewing Company,(206) 622-6044,98101,WA,Seattle,1415 1st Avenue,0,1,0,0
955,956,33115,736,140,Devon Seafood Grill,(312) 440-8660,60611,IL,Chicago,39 E Chicago Ave,0,1,0,Devon Seafood Grill,(312) 440-8660,60611,IL,Chicago,39 E Chicago Avenue,0,1,1,1
279,280,6261,344,25,RL Restaurant,(312) 475-1100,60611,IL,Chicago,115 E Chicago Ave,0,0,1,Billy Goat Tavern,(312) 222-1525,60611,IL,Chicago,430 N Michigan Avenue,0,1,0,0
810,811,382814,2584,1874,Four Barrel Coffee,(415) 252-0800,94103,CA,San Francisco,375 Valencia St,0,1,1,Basil Thai Restaurant & Bar,(415) 552-8999,94103,CA,San Francisco,1175 Folsom Street,0,1,0,0
416,417,241588,1338,1102,Ahimsa,(212) 533-7290,10012,NY,New York,"210 Thompson St, Manhattan",1,1,0,Cuba,(212) 420-7878,10012,NY,New York,222 Thompson Street,1,1,0,0
474,475,30042,161,130,Sultan’s Market,(773) 235-3072,60647,IL,Chicago,2057 W North Ave,1,1,1,Margie's Candies,(773) 348-0400,60647,IL,Chicago,1960 N Western Avenue,0,1,0,0
328,329,661969,1824,3280,Serious Pie & Biscuit,(206) 436-0050,98109,WA,Seattle,401 Westlake Ave N,0,1,0,Toulouse Petit,(206) 432-9069,98109,WA,Seattle,601 Queen Anne Avenue N,0,1,0,0
879,880,648972,411,3225,Meli Cafe &  Juice Bar,(312) 454-0748,60661,IL,Chicago,301 S Halsted St,0,1,0,Meli Cafe,(312) 454-0748,60661,IL,Chicago,301 S Halsted Street,0,1,0,1
331,332,447467,2482,2296,Sushi Zone,(415) 621-1114,94103,CA,San Francisco,1815 Market St,0,0,0,Skool,(415) 255-8800,94103,CA,San Francisco,1725 Alameda Street,0,0,1,0
106,107,449466,3061,2308,Eureka Restaurant & Lounge,(415) 431-6000,94114,CA,San Francisco,4063 18th St,0,1,0,Le Zinc,(415) 647-9400,94114,CA,San Francisco,4063 24th Street,0,0,1,0
771,772,425434,2764,2144,El Techo,(415) 550-6970,94110,CA,San Francisco,2518 Mission St,0,1,1,Mi Lindo Peru,(415) 642-4897,94110,CA,San Francisco,3226 Mission Street,0,1,0,0
42,43,92348,467,400,Mon Ami Gabi,(773) 348-8886,60614,IL,Chicago,2300 N Lincoln Park W,1,1,1,Macku Sushi,(773) 880-8012,60614,IL,Chicago,2239 N Clybourn Avenue,1,1,0,0
228,229,8708,251,38,Robert’s Pizza Company,(708) 536-4597,60611,IL,Chicago,355 E Ohio St,0,1,0,Pizzeria Uno,(312) 321-1000,60611,IL,Chicago,29 E Ohio Street,1,1,1,0
652,653,3770,772,14,Riccardo Trattoria,(773) 549-0038,60614,IL,Chicago,2119 N Clark St,0,1,0,Chicago Pizza & Oven Grinder Company,(773) 248-2570,60614,IL,Chicago,2121 N Clark Street,0,1,0,0
631,632,455198,2595,2358,La Folie,(415) 776-5577,94109,CA,San Francisco,2316 Polk St,0,0,0,Amelie,(415) 292-6916,94109,CA,San Francisco,1754 Polk Street,0,0,0,0
732,733,353631,2995,1688,1428 HAIGHT Patio Cafe & Crepery,(415) 864-8484,94117,CA,San Francisco,1428 Haight St,1,1,1,Pork Store Cafe,(415) 864-6981,94117,CA,San Francisco,1451 Haight Street,0,1,0,0
950,951,663345,1902,3284,Skillet Capitol Hill,(206) 512-2001,98122,WA,Seattle,1400 E Union St,0,1,1,Skillet Diner,(206) 512-2001,98122,WA,Seattle,1400 East Union Street,0,1,1,1
925,926,448046,2833,2298,Golden Boy Pizza,(415) 982-9738,94133,CA,San Francisco,542 Green St,0,1,0,New Woey Loy Goey,(415) 399-0733,94133,CA,San Francisco,699 Jackson Street,0,1,0,0
923,924,289049,823,1299,Gramercy Tavern,(212) 477-0777,10003,NY,New York,42 E 20th St,0,0,0,Cha-An,(212) 228-8030,10003,NY,New York,230 E 9th Street,0,1,0,0
588,589,644504,694,3205,NoMI Kitchen,(312) 239-4030,60611,IL,Chicago,800 N Michigan Ave,0,0,1,The Cheesecake Factory,(312) 337-1101,60611,IL,Chicago,875 N Michigan Avenue,0,1,1,0
610,611,447065,3046,2293,Capo’s Chicago Pizza,(415) 986-8998,94133,CA,San Francisco,641 Vallejo St,1,1,1,Capo's,(415) 986-8998,94133,CA,San Francisco,641 Vallejo Street,0,1,1,1
591,592,354104,2930,1690,Dynamo Donut & Coffee,(415) 920-1978,94110,CA,San Francisco,2760 24th St,0,1,1,Papalote,(415) 970-8815,94110,CA,San Francisco,3409 24th Street,0,1,0,0
665,666,689390,2397,3373,It’s Bao Time,(206) 227-2815,98109,WA,Seattle,320 Westlake Ave N,0,1,0,Re:public Restaurant & Bar,(206) 467-5300,98109,WA,Seattle,429 Westlake Avenue North,0,1,1,0
395,396,164120,851,759,Doughnut Plant,(212) 505-3700,10002,NY,New York,379 Grand St,0,1,1,Doughnut Plant,(212) 505-3700,10002,NY,New York,379 Grand Street,0,1,0,1
933,934,353209,2931,1684,Pork Store Cafe,(415) 864-6981,94117,CA,San Francisco,1451 Haight St,0,1,0,Rosamunde Sausage Grill,(415) 437-6851,94117,CA,San Francisco,545 Haight Street,0,0,0,0
677,678,115625,322,509,The Bongo Room,(773) 489-0690,60622,IL,Chicago,1470 N Milwaukee Ave,0,1,0,The Wormhole Coffee,(773) 661-2468,60622,IL,Chicago,1462 N. Milwaukee Avenue,0,1,1,0
893,894,431575,2476,2183,KUSAKABE,(415) 757-0155,94111,CA,San Francisco,584 Washington St,0,0,0,Kusakabe,(415) 757-0155,94111,CA,San Francisco,584 Washington Street,0,0,0,1
60,61,281706,1299,1261,Chefs Club by Food & Wine,(212) 941-1100,10012,NY,New York,275 Mulberry St,0,0,0,Chef's Club By Food and Wine,(212) 941-1100,10012,NY,New York,275 Mulberry Street,0,0,0,1
69,70,109100,735,468,Stella Barra Pizzeria,(773) 634-4101,60614,IL,Chicago,1954 N Halsted St,0,1,1,Riccardo Trattoria,(773) 549-0038,60614,IL,Chicago,2119 N. Clark Street,0,1,0,0
192,193,41407,666,174,Sai Cafe,(773) 472-8080,60614,IL,Chicago,2010 N Sheffield Ave,1,1,0,Geja's Cafe,(773) 281-9101,60614,IL,Chicago,340 W Armitage Avenue,0,1,0,0
917,918,451718,2488,2321,The Boy’s Deli,(415) 776-3099,94109,CA,San Francisco,2222 Polk St,0,1,0,Thai Idea Vegetarian,(415) 440-8344,94109,CA,San Francisco,710 Polk Street,0,1,0,0
423,424,319356,956,1437,Annisa,(212) 741-6699,10014,NY,New York,13 Barrow St,0,0,0,Annisa,(212) 741-6699,10014,NY,New York,13 Barrow Street,0,0,0,1
128,129,373190,2600,1801,Chiotras Grocery,(415) 824-2353,94107,CA,San Francisco,858 Rhode Island St,0,1,1,Tres,(415) 227-0500,94107,CA,San Francisco,130 Townsend Street,0,1,0,0
194,195,270920,1177,1212,Blind Tiger Ale House,(212) 462-4682,10014,NY,New York,281 Bleecker St,0,0,0,Blind Tiger,(212) 462-4682,10014,NY,New York,281 Bleecker Street,0,1,0,1
174,175,67931,471,293,Dimo’s Pizza,(773) 525-4580,60657,IL,Chicago,3463 N Clark St,1,1,0,La Creperie,(773) 528-9050,60657,IL,Chicago,2845 North Clark Street,0,1,1,0
453,454,109554,705,472,John Hancock Center,(312) 751-3680,60611,IL,Chicago,875 N Michigan Ave,0,0,0,Harry Caray's Seventh Inning Stretch,(312) 202-0500,60611,IL,Chicago,835 N Michigan Avenue Water Tower Place,0,1,0,0
159,160,350028,2801,1657,Manora’s Thai Cuisine,(415) 861-6224,94103,CA,San Francisco,1600 Folsom St,1,1,0,Miss Saigon,(415) 522-0332,94103,CA,San Francisco,100 6th Street,0,1,0,0
895,896,249789,1349,1128,Bengal Tiger Indian Food,(212) 265-2703,10019,NY,New York,58 W 56th St,1,1,0,Brooklyn Diner USA,(212) 977-1957,10019,NY,New York,212 West 57th Street,1,1,0,0
642,643,353003,2488,1682,The Boy’s Deli,(415) 776-3099,94109,CA,San Francisco,2222 Polk St,0,1,0,Pearl's Deluxe Burgers,(415) 409-6120,94109,CA,San Francisco,708 Post Street,0,1,0,0
809,810,403954,2597,2004,The Italian Homemade Company,(415) 655-9325,94123,CA,San Francisco,1919 Union St,0,1,0,Capannina,(415) 409-8001,94123,CA,San Francisco,1809 Union Street,1,1,0,0
251,252,657804,747,3260,Hachi’s Kitchen,(773) 276-8080,60647,IL,Chicago,2521 N California Ave,1,1,1,Belly Shack,(773) 252-1414,60647,IL,Chicago,1912 N Western Avenue,0,1,0,0
525,526,145790,336,660,Greentea Japanese Restaurant,(773) 883-8812,60614,IL,Chicago,2206 N Clark St,1,1,0,The Peasantry,(773) 868-4888,60614,IL,Chicago,2723 N Clark Street,0,1,0,0
337,338,414788,3048,2064,La Santaneca,(415) 648-1034,94110,CA,San Francisco,3781 Mission St,0,1,0,Old Jerusalem Restaurant,(415) 642-5958,94110,CA,San Francisco,2976 Mission District Street,0,1,0,0
187,188,183534,1482,846,Alta,(212) 505-7777,10011,NY,New York,64 W 10th St,0,0,0,Alta,(212) 505-7777,10011,NY,New York,64 W 10th Street,0,0,0,1
530,531,436016,2758,2216,The Monk’s Kettle,(415) 865-9523,94103,CA,San Francisco,3141 16th St,0,1,1,Manora's Thai,(415) 861-6224,94103,CA,San Francisco,1600 Folsom Street,0,1,0,0
1085,1086,245587,1266,1113,ChikaLicious Dessert Bar,(212) 995-9511,10003,NY,New York,203 E 10th St,0,0,0,Luzzo's,(212) 473-7447,10003,NY,New York,211-13 1st Avenue,1,1,0,0
111,112,370014,3001,1785,Stella Pastry & Cafe,(415) 986-2914,94133,CA,San Francisco,446 Columbus Ave,0,1,0,Caffe Greco,(415) 397-6261,94133,CA,San Francisco,423 Columbus Avenue,0,1,1,0
181,182,435010,2947,2203,1760,(415) 359-1212,94109,CA,San Francisco,1760 Polk St,0,0,0,1760,(415) 359-1212,94109,CA,San Francisco,1760 Polk Street,0,0,0,1
790,791,70066,410,301,Bite Café,(773) 395-2483,60622,IL,Chicago,1035 N Western Ave,0,1,0,Native Foods Café,(773) 489-8480,60622,IL,Chicago,1484 N Milwaukee Avenue,1,1,1,0
356,357,52979,160,220,Rootstock Wine & Beer Bar,(773) 292-1616,60622,IL,Chicago,954 N California Ave,0,0,1,Bite Cafe,(773) 395-2483,60622,IL,Chicago,1039 N Western Avenue,0,1,0,0
73,74,148387,610,677,Floriole Cafe & Bakery,(773) 883-1313,60614,IL,Chicago,1220 W Webster Ave,0,1,1,Uncle Sammy's,(773) 525-4800,60614,IL,Chicago,1231 W. Fullerton Avenue,1,1,0,0
1022,1023,431198,2640,2180,La Taqueria,(415) 285-7117,94110,CA,San Francisco,2889 Mission St,0,1,1,La Oaxaquena,(415) 621-5446,94110,CA,San Francisco,2128 Mission District Street,0,0,0,0
942,943,345263,2909,1620,Mission Banh Mi,(415) 551-1772,94110,CA,San Francisco,2200 Mission St,0,1,0,Gracias Madre,(415) 683-1346,94110,CA,San Francisco,2211 Mission District Street,0,1,1,0
393,394,222368,1127,1018,Xi’an Famous Foods,(212) 786-2068,10003,NY,New York,81 St Marks Pl,0,1,0,Cafe Orlin,(212) 777-1447,10003,NY,New York,41 St Marks Place,0,1,1,0
1089,1090,72702,568,315,Sam & George’s,(773) 935-4025,60657,IL,Chicago,3000 N Lincoln Ave,0,1,0,Chilam Balam,(773) 296-6901,60657,IL,Chicago,3023 N. Broadway Street,0,1,0,0
479,480,93938,5,408,Alinea,(312) 867-0110,60614,IL,Chicago,1723 N Halsted St,0,0,0,Aloha Eats,(773) 935-6828,60614,IL,Chicago,2534 N. Clark Street,1,1,0,0
383,384,712558,2343,3474,Blue Water Taco Grill,(206) 352-2407,98109,WA,Seattle,515 Queen Anne Ave N,0,1,1,Hilltop Ale House,(206) 285-3877,98109,WA,Seattle,2129 Queen Anne Avenue North,0,1,1,0
690,691,344090,2758,1613,The Monk’s Kettle,(415) 865-9523,94103,CA,San Francisco,3141 16th St,0,1,1,Monk's Kettle,(415) 865-9523,94103,CA,San Francisco,3141 16th Street,0,0,1,1
248,249,420392,2722,2105,Lers Ros Thai,(415) 931-6917,94109,CA,San Francisco,730 Larkin St,1,1,0,Thai Spice,(415) 775-4777,94109,CA,San Francisco,1730 Polk Street,0,0,0,0
975,976,325367,1316,1462,The NoMad Bar,(212) 796-1500,10001,NY,New York,10 W 28th St,0,0,0,Brooklyn Bagel & Coffee Company,(212) 924-2824,10001,NY,New York,286 8th Avenue,1,1,0,0
524,525,145769,201,660,Toro Sushi,(773) 348-7255,60614,IL,Chicago,2546 N Clark St,0,1,0,The Peasantry,(773) 868-4888,60614,IL,Chicago,2723 N Clark Street,0,1,0,0
862,863,380945,2541,1859,The Soapbox Cafe,(415) 829-7139,94109,CA,San Francisco,1800 Hyde St,0,1,0,Frascati Ristorante,(415) 928-1406,94109,CA,San Francisco,1901 Hyde Street,0,0,0,0
914,915,455318,3032,2359,Cafe Reverie,(415) 242-0200,94117,CA,San Francisco,848 Cole St,0,1,1,Reverie Coffee Cafe,(415) 242-0200,94117,CA,San Francisco,848 Cole Street,0,1,1,1
856,857,339412,2847,1569,Sons & Daughters,(415) 391-8311,94108,CA,San Francisco,708 Bush St,0,0,0,Uncle Vito's Pizzeria,(415) 391-5008,94108,CA,San Francisco,700 Bush Street,1,1,0,0
1055,1056,1073,535,6,Bongiorno’s Italian Deli & Pizzeria,(312) 755-1255,60611,IL,Chicago,405 N Wabash Ave,1,1,1,The Purple Pig,(312) 464-1744,60611,IL,Chicago,500 N Michigan Avenue,0,1,1,0
268,269,206547,1565,957,Izakaya,(917) 969-2469,10003,NY,New York,326 E 6th St,0,1,0,Soba-Ya,(212) 533-6966,10003,NY,New York,229 East 9th Street,0,1,0,0
1021,1022,341257,2909,1584,Mission Banh Mi,(415) 551-1772,94110,CA,San Francisco,2200 Mission St,0,1,0,Mission Chinese Food,(415) 863-2800,94110,CA,San Francisco,2234 Mission District Street,1,1,0,0
341,342,150220,720,686,Geja’s Cafe,(773) 281-9101,60614,IL,Chicago,340 W Armitage Ave,1,1,0,Homeslice,(312) 789-4600,60614,IL,Chicago,938 W Webster Avenue,0,1,1,0
335,336,656356,470,3258,Watershed,(312) 266-7677,60654,IL,Chicago,601 N State St,0,0,0,Smith & Wollensky,(312) 670-9900,60654,IL,Chicago,318 North State Street,0,1,1,0
894,895,249733,910,1128,Le Bernardin,(212) 554-1515,10019,NY,New York,155 W 51st St,0,0,0,Brooklyn Diner USA,(212) 977-1957,10019,NY,New York,212 West 57th Street,1,1,0,0
360,361,150787,132,690,Hendrickx Belgian Bread Crafter,(312) 649-6717,60611,IL,Chicago,100 E Walton St,0,1,1,Hendrickx Belgian Bread Crafter,(312) 649-6717,60611,IL,Chicago,1100 E Walton Street Walton Colonnade,0,1,1,1
554,555,337212,2549,1550,Seven Hills,(415) 775-1550,94109,CA,San Francisco,1550 Hyde St,0,0,0,Swan Oyster Depot,(415) 673-1101,94109,CA,San Francisco,1517 Polk Street,0,1,0,0
626,627,302123,965,1361,Paulie Gee’s,(347) 987-3747,11222,NY,Brooklyn,60 Greenpoint Ave,0,0,0,Paulie Gee's,(347) 987-3747,11222,NY,New York,60 Greenpoint Avenue,0,0,0,1
691,692,387640,3002,1910,O-Toro Sushi,(415) 553-3986,94102,CA,San Francisco,205 Oak St,0,1,0,Otoro Sushi,(415) 553-3986,94102,CA,San Francisco,205 Oak Street,0,1,0,1
411,412,1898,627,9,Kerelys Cuban Cafe & Pizzeria,(773) 394-4040,60618,IL,Chicago,2934 N Milwaukee Ave,1,1,0,Kuma's Corner,(773) 604-8769,60618,IL,Chicago,2900 W Belmont Avenue,0,1,1,0
420,421,71511,758,310,Tortoise Supper Club,(312) 755-1700,60654,IL,Chicago,350 N State St,0,1,1,Ruth's Chris Steak House,(312) 321-2725,60654,IL,Chicago,431 N Dearborn Street,0,1,0,0
793,794,390341,3005,1925,Commonwealth,(415) 355-1500,94110,CA,San Francisco,2224 Mission St,0,0,0,Taqueria Cancun,(415) 252-9560,94110,CA,San Francisco,2288 Mission District Street,0,1,0,0
757,758,5197,247,20,Pequod’s Pizzeria,(773) 327-1512,60614,IL,Chicago,2207 N Clybourn Av,1,1,0,Pequod's Pizza,(773) 327-1512,60614,IL,Chicago,2207 N Clybourn Avenue,1,1,0,1
346,347,403711,2832,2002,Mission Pie,(415) 282-1500,94110,CA,San Francisco,2901 Mission St,0,1,0,Wise Sons,(415) 787-3354,94110,CA,San Francisco,3150 24th Street,0,1,0,0
759,760,161717,913,742,Mamoun’s Falafel,(212) 674-8685,10012,NY,New York,119 MacDougal St,0,1,1,Pommes Frites,(212) 674-1234,10012,NY,New York,128 Macdougal Street,1,1,0,0
240,241,211,735,1,Stella Barra Pizzeria,(773) 634-4101,60614,IL,Chicago,1954 N Halsted St,0,1,1,Alinea,(312) 867-0110,60614,IL,Chicago,1723 N. Halsted Street,0,0,0,0
406,407,347611,2995,1643,1428 HAIGHT Patio Cafe & Crepery,(415) 864-8484,94117,CA,San Francisco,1428 Haight St,1,1,1,Blue Front Cafe,(415) 252-5917,94117,CA,San Francisco,1430 Haight Street,0,1,0,0
170,171,714049,2351,3478,Oddfellows Cafe & Bar,(206) 325-0807,98122,WA,Seattle,1525 10th Ave,0,1,1,Stumptown Coffee Roasters,(206) 323-1544,98122,WA,Seattle,1115 12th Avenue,0,0,0,0
412,413,435396,2739,2207,The Little Chihuahua,(415) 255-8225,94117,CA,San Francisco,292 Divisadero St,0,1,0,The Mill,(415) 252-0800,94117,CA,San Francisco,736 Divisadero Street,0,1,1,0
379,380,193457,1158,894,Cafe Habana,(212) 625-2001,10012,NY,New York,17 Prince St,1,1,0,Boqueria,(212) 343-4255,10012,NY,New York,171 Spring Street,0,1,0,0
860,861,181947,1276,837,Westville - West,(212) 741-7971,10014,NY,New York,210 W 10th St,1,1,0,Bagatelle,(212) 488-2110,10014,NY,New York,1 Little W 12th Street,0,0,1,0
510,511,188410,1266,869,ChikaLicious Dessert Bar,(212) 995-9511,10003,NY,New York,203 E 10th St,0,0,0,McSorley's Old Ale House,(212) 473-9148,10003,NY,New York,15 E 7th Street,0,0,0,0
278,279,357295,2893,1715,Hog Island Oyster Co,(415) 391-7117,94111,CA,San Francisco,1 Ferry Bldg,0,0,1,Boulettes Larder,(415) 399-1155,94111,CA,San Francisco,Ferry Building,0,0,1,0
648,649,3685,336,14,Greentea Japanese Restaurant,(773) 883-8812,60614,IL,Chicago,2206 N Clark St,1,1,0,Chicago Pizza & Oven Grinder Company,(773) 248-2570,60614,IL,Chicago,2121 N Clark Street,0,1,0,0
463,464,432232,2643,2187,Kitchen Story,(415) 525-4905,94114,CA,San Francisco,3499 16th St,1,1,1,Kitchen Story,(415) 525-4905,94114,CA,San Francisco,3499 16th Street,1,1,1,1
499,500,710635,2323,3462,Duke’s Chowder House - Lake Union,(206) 382-9963,98109,WA,Seattle,901 Fairview Ave N,0,1,1,Duke's Chowder House,(206) 382-9963,98109,WA,Seattle,901 Fairview Avenue North,0,1,1,1
191,192,41387,610,174,Floriole Cafe & Bakery,(773) 883-1313,60614,IL,Chicago,1220 W Webster Ave,0,1,1,Geja's Cafe,(773) 281-9101,60614,IL,Chicago,340 W Armitage Avenue,0,1,0,0
163,164,338104,2460,1556,Tartine Bakery & Cafe,(415) 487-2600,94110,CA,San Francisco,600 Guerrero St,0,1,1,Dynamo Donuts & Coffee,(415) 920-1978,94110,CA,San Francisco,2760 24th Street,0,1,0,0
307,308,701568,2098,3432,Marination Ma Kai,(206) 328-8226,98126,WA,Seattle,1660 Harbor Ave SW,0,1,1,Marination Ma Kai,(206) 328-8226,98126,WA,Seattle,1660 Harbor Avenue,0,1,1,1
765,766,333791,2883,1520,Blue Bottle Coffee,(510) 653-3394,94102,CA,San Francisco,315 Linden St,0,1,1,Taylor Street Coffee Shop,(415) 567-4031,94102,CA,San Francisco,375 Taylor Street,0,1,0,0
