id,Restaurant Name,Phone,Zipcode,State,City,Address,Has Delivery,Has Take-out,Has outdoor seating
1588,Westville Chelsea,(212) 924-2223,10011,NY,New York,246 W 18th St,1,1,1
1589,Wallabout Seafood,(718) 923-0100,11205,NY,Brooklyn,271 Adelphi St,0,1,1
1590,Milk & Hops,(212) 995-5588,10003,NY,New York,779 Broadway,0,1,0
1591,Dark Horse,(212) 608-3900,10007,NY,New York,17 Murray St,1,1,0
1592,Hometown Bar-B-Que,(347) 294-4644,11231,NY,Brooklyn,454 Van Brunt St,0,1,0
1593,Hillstone Restaurant,(212) 689-1090,10010,NY,New York,378 Park Ave S,0,0,0
1594,Saint Vitus,,11222,NY,Brooklyn,1120 Manhattan Ave,0,0,0
1595,Spiegel,(212) 228-2894,10009,NY,New York,26 1st Ave,0,1,0
1596,Balzem,(646) 837-7033,10012,NY,New York,202 Mott St,1,1,1
1597,Terri,(212) 647-8810,10010,NY,New York,60 W 23rd St,1,1,0
1598,The Meatball Shop,(212) 982-7815,10011,NY,New York,64 Greenwich Ave,1,1,1
1599,Good Night Sonny,,10009,NY,New York,134 1st Ave,0,0,0
1600,Da Andrea,(212) 367-1979,10011,NY,New York,35 W 13th St,1,1,1
1601,Kerry Park,(206) 684-4075,98119,WA,Seattle,211 W Highland Dr,0,0,0
1602,Cederberg Tea House,(206) 285-1352,98109,WA,Seattle,1417 Queen Anne Ave N,1,1,1
1603,Le Caviste,(206) 728-2657,98101,WA,Seattle,1919 7th Ave,0,0,1
1604,Monorail Espresso,(206) 422-0736,98101,WA,Seattle,520 Pike St,0,1,1
1605,Ada’s Technical Books and Cafe,(206) 322-1058,98112,WA,Seattle,425 15th Ave E,0,1,1
1606,Tacos Chukis,(206) 328-4447,98102,WA,Seattle,219 Broadway E,0,1,0
1607,Street Bean Coffee,(206) 708-6803,98121,WA,Seattle,2711 3rd Ave,0,1,1
1608,Espresso Vivace Sidewalk Bar,(206) 860-5869,98102,WA,Seattle,321 Broadway E,0,1,1
1609,Bakery Nouveau,(206) 858-6957,98112,WA,Seattle,1435 E John St,0,1,1
1610,Storyville Coffee Company,(206) 780-5777,98101,WA,Seattle,94 Pike St,0,1,0
1611,Cheese Wizards Food Truck,,98109,WA,Seattle,,0,1,0
1612,Washington Park Arboretum,(206) 543-8800,98112,WA,Seattle,2300 Arboretum Dr E,0,0,0
1613,Remedy Teas,(206) 323-4832,98112,WA,Seattle,345 15th Ave E,0,1,1
1614,Windy City Pie,(206) 486-4743,98119,WA,Seattle,1417 Elliott Way W,1,1,0
1615,MarketSpice,(206) 622-6340,98101,WA,Seattle,85a Pike St,0,0,0
1616,Salumi Artisan Cured Meats,(206) 621-8772,98104,WA,Seattle,309 3rd Ave S,0,1,0
1617,Some Random Bar,,98121,WA,Seattle,2604 1st Ave,0,1,1
1618,Altura,(206) 402-6749,98102,WA,Seattle,617 Broadway E,0,0,0
1619,Moore Coffee Shop,(206) 883-7044,98101,WA,Seattle,1930 2nd Ave,0,1,1
1620,Sun Liquor,(206) 860-1130,98102,WA,Seattle,607 Summit Ave E,0,0,1
1621,Paseo Caribbean Food - Fremont,(206) 545-7440,98103,WA,Seattle,4225 Fremont Ave N,0,1,1
1622,Umma’s Lunch Box,(206) 854-3166,98101,WA,Seattle,1301 5th Ave,0,1,0
1623,Schilling Cider House,(206) 420-7088,98103,WA,Seattle,708 N 34th St,0,0,0
1624,The Crumpet Shop,(206) 682-1598,98101,WA,Seattle,1503 1st Ave,0,1,1
1625,Il Corvo Pasta,(206) 538-0999,98104,WA,Seattle,217 James St,0,0,0
1626,Cafe Argento,(206) 383-3295,98122,WA,Seattle,1125 E Olive St,0,1,1
1627,Pike Place Chowder,(206) 267-2537,98101,WA,Seattle,1530 Post Aly,0,1,1
1628,Volunteer Park,(206) 684-4075,98102,WA,Seattle,1247 15th Ave E,0,0,0
1629,Gas Works Park,(206) 684-4075,98103,WA,Seattle,2101 N Northlake Way,0,0,0
1630,The Growl Store,(206) 726-1000,98122,WA,Seattle,1222 E Madison St,0,0,0
1631,Pie Bar,(206) 257-1459,98122,WA,Seattle,1361 E Olive Way,0,1,0
1632,Tenth West,(206) 708-6742,98119,WA,Seattle,1903 10th Ave W,0,1,1
1633,Tat’s Delicatessen,(206) 264-8287,98104,WA,Seattle,159 Yesler Way,1,1,1
1634,Eggs & Plants,(206) 448-2050,98121,WA,Seattle,2229 5th Ave,1,1,1
1635,Storyville Coffee Company,(206) 780-5777,98104,WA,Seattle,1001 1st Ave,0,1,0
1636,Sushi Kashiba,(206) 441-8844,98101,WA,Seattle,86 Pine St,0,0,1
1637,Radiator Whiskey,(206) 467-4268,98101,WA,Seattle,94 Pike St,0,0,0
1638,Queen Bee Cafe,(206) 757-6314,98112,WA,Seattle,2200 E Madison St,0,1,1
1639,George’s Sausage & Delicatessen,(206) 622-1491,98104,WA,Seattle,907 Madison St,0,1,0
1640,Piroshky Piroshky,(206) 441-6068,98101,WA,Seattle,1908 Pike Pl,0,1,0
1641,Hello Robin,(206) 735-7970,98112,WA,Seattle,522 19th Ave E,0,1,1
1642,Le Panier French Bakery,(206) 441-3669,98101,WA,Seattle,1902 Pike Pl,1,1,0
1643,Art of The Table,(206) 282-0942,98103,WA,Seattle,1054 N 39th St,0,0,0
1644,Bottlehouse,(206) 708-7164,98122,WA,Seattle,1416 34th Ave,0,0,1
1645,Ghost Alley Espresso,(206) 805-0195,98101,WA,Seattle,1499 Post Alley,0,1,1
1646,Royal Grinders,(206) 545-7560,98103,WA,Seattle,3526 Fremont Pl N,0,1,1
1647,Daily Dozen Doughnut Company,(206) 467-7769,98101,WA,Seattle,93 Pike St,0,1,0
1648,Vegan Haven,(206) 523-9060,98105,WA,Seattle,5270 B University Way NE,0,1,0
1649,Fremont Brewing,(206) 420-2407,98103,WA,Seattle,1050 N 34th St,0,0,1
1650,Tilikum Place Cafe,(206) 282-4830,98121,WA,Seattle,407 Cedar St,0,1,0
1651,Rocco’s,(206) 448-2625,98121,WA,Seattle,2228 2nd Ave,0,1,0
1652,Chan Seattle,(206) 443-5443,98101,WA,Seattle,86 Pine St,0,0,0
1653,Nuflours,(206) 395-4623,98112,WA,Seattle,518 15th Ave E,1,1,1
1654,Cascina Spinasse,(206) 251-7673,98122,WA,Seattle,1531 14th Ave,0,0,0
1655,Bavarian Meats,(206) 441-0942,98101,WA,Seattle,1920 Pike Pl,0,1,0
1656,Milstead & Co,(206) 659-4814,98103,WA,Seattle,900 N 34th St,0,1,1
1657,Mad Dawg’s Hot Dogs,(206) 310-3362,98119,WA,Seattle,W Mercer St,0,1,0
1658,Shiro’s,(206) 443-9844,98121,WA,Seattle,2401 2nd Ave,0,1,0
1659,Tea Republik,(206) 829-0055,98102,WA,Seattle,202 Broadway E,0,1,0
1660,Petra Mediterranean Bistro,(206) 728-5389,98121,WA,Seattle,2501 4th Ave,1,1,0
1661,Scratch Deli,(206) 257-4554,98122,WA,Seattle,1718 12th Ave,0,1,1
1662,Victrola Coffee Roasters,(206) 624-1725,98122,WA,Seattle,310 E Pike St,0,1,1
1663,Dahlia Bakery,(206) 441-4540,98121,WA,Seattle,2001 4th Ave,0,1,1
1664,Seattle Best Tea,(206) 749-9855,98104,WA,Seattle,506 S King St,0,1,0
1665,Canlis,(206) 283-3313,98109,WA,Seattle,2576 Aurora Ave N,0,0,0
1666,The Zig Zag Café,(206) 625-1146,98101,WA,Seattle,1501 Western Ave,0,1,1
1667,Drip City Coffee Co.,(206) 778-3729,98121,WA,Seattle,2929 1st Ave,0,1,1
1668,My Sweet Lil Cakes,(206) 265-3002,98101,WA,Seattle,,1,1,0
1669,Rachel the Pig @ Pike Place Market,,98101,WA,Seattle,85 Pike St,0,0,0
1670,Volunteer Park Conservatory,(206) 684-4743,98112,WA,Seattle,1400 E Galer St,0,0,0
1671,Storyville Coffee Company,(206) 780-5777,98109,WA,Seattle,2128 Queen Anne Ave N,0,1,1
1672,E Smith Mercantile,(206) 641-7250,98104,WA,Seattle,208 1st Ave S,0,0,1
1673,Hot Dog Stand In Front of Neighbors,,98122,WA,Seattle,848 1/2 E Pike St,0,1,0
1674,Big Picture,(206) 256-0566,98121,WA,Seattle,2505 1st Ave,0,0,0
1675,Caffè Senso Unico,(206) 264-7611,98101,WA,Seattle,622 Olive Way,0,1,1
1676,The Harvest Vine,(206) 320-9771,98112,WA,Seattle,2701 E Madison St,0,0,1
1677,Jars Juice,(425) 306-1620,98101,WA,Seattle,1099 Stewart St,0,1,0
1678,Starbucks Reserve Roastery & Tasting Room,(206) 624-0173,98101,WA,Seattle,1124 Pike St,0,1,0
1679,Intermezzo Carmine,(206) 596-8940,98104,WA,Seattle,409 1st Ave S,0,1,1
1680,List,(206) 441-1000,98121,WA,Seattle,2226 1st Ave,0,0,1
1681,Nosh,(206) 489-8712,98109,WA,Seattle,,0,1,0
1682,Beecher’s Handmade Cheese,(206) 956-1964,98101,WA,Seattle,1600 Pike Pl,0,1,0
1683,El Chito Aristan Gourmet Tamales,(425) 780-9681,98122,WA,Seattle,5604 Delridge Way SW,1,1,0
1684,Cafe Pettirosso,(206) 324-2233,98122,WA,Seattle,1101 E Pike St,0,1,1
1685,Veggie Grill,(206) 624-1332,98101,WA,Seattle,1427 4th Ave,0,1,0
1686,Morsel,(206) 268-0154,98105,WA,Seattle,4754 University Way NE,0,1,0
1687,Vinason Pho And Grill,(206) 682-6886,98121,WA,Seattle,2134 Westlake Ave,0,1,1
1688,El Gaucho,(206) 728-1337,98121,WA,Seattle,2505 1st Ave,0,1,0
1689,Seattle Coffee Works,(206) 340-8867,98101,WA,Seattle,107 Pike St,0,1,1
1690,Michou,(206) 448-4758,98101,WA,Seattle,1904 Pike Pl,0,1,0
1691,La Parisienne French Bakery,(206) 728-1874,98121,WA,Seattle,2507 4th Ave,1,1,1
1692,Xplosive Mobile Food Truck,(206) 612-4739,98109,WA,Seattle,425 Terry Ave N,0,1,1
1693,The Pink Door,(206) 443-3241,98101,WA,Seattle,1919 Post Aly,0,0,1
1694,FareStart Restaurant,(206) 267-7601,98101,WA,Seattle,700 Virginia St,0,1,0
1695,Bounty Kitchen,(206) 695-2017,98109,WA,Seattle,7 Boston St,0,1,1
1696,Market House Meats,(206) 624-9248,98101,WA,Seattle,1124 Howell St,0,1,0
1697,Espresso Vivace Roasteria,(206) 860-2722,98102,WA,Seattle,532 Broadway E,0,1,1
1698,Fogón Cocina Mexicana,(206) 320-7777,98122,WA,Seattle,600 E Pine St,0,1,0
1699,Tsue Chong,(206) 623-0801,98104,WA,Seattle,800 S Weller St,0,1,0
1700,Oriental Mart,(206) 622-8488,98101,WA,Seattle,1506 Pike Pl,0,1,0
1701,Metropolitan Grill,(206) 624-3287,98104,WA,Seattle,820 2nd Ave,0,1,0
1702,Italian Family Pizza,(206) 538-0040,98104,WA,Seattle,1028 Madison St,0,1,1
1703,Uli’s Famous Sausage,(206) 838-1712,98101,WA,Seattle,1511 Pike Pl,0,1,0
1704,RockCreek Seafood & Spirits,(206) 557-7532,98103,WA,Seattle,4300 Fremont Ave N,0,0,1
1705,Café Besalu,(206) 789-1463,98107,WA,Seattle,5909 24th Ave NW,0,1,1
1706,Tea Republik,,98105,WA,Seattle,4527 University Way NE,0,1,0
1707,Green Lake Park,(206) 684-4075,98103,WA,Seattle,7201 E Green Lake Dr N,0,0,0
1708,Artisan Cafe,(206) 441-8885,98121,WA,Seattle,2523 5th Ave,0,1,1
1709,Espresso Vivace Alley 24,(206) 388-5164,98109,WA,Seattle,227 Yale Ave N,0,1,1
1710,The Station,(206) 453-4892,98144,WA,Seattle,2533 16th Ave S,0,1,1
1711,Veggie Grill,(206) 623-0336,98109,WA,Seattle,446 Terry Ave N,0,1,1
1712,Cafe Barjot,(206) 457-5424,98102,WA,Seattle,711 Bellevue Ave E,0,1,1
1713,Blind Pig Bistro,(206) 329-2744,98102,WA,Seattle,2238 Eastlake Ave E,0,0,1
1714,The Capital Grille,(206) 382-0900,98101,WA,Seattle,1301 4th Ave,0,0,0
1715,Curbside,(206) 915-2581,98119,WA,Seattle,3 W Nickerson St,0,1,1
1716,Discovery Park,(206) 386-4236,98199,WA,Seattle,3801 Discovery Park Blvd,0,0,0
1717,Un Bien,(206) 588-2040,98117,WA,Seattle,7302 15th Ave NW,0,1,1
1718,Ella Bailey Park,(206) 684-9286,98134,WA,Seattle,2601 W Smith St,0,0,0
1719,Nielsen’s Authentic Danish Pastry,(206) 282-3004,98119,WA,Seattle,520 2nd Ave W,0,1,0
1720,Knee High Stocking,(206) 979-7049,98122,WA,Seattle,1356 E Olive Way,0,0,0
1721,Araya’s Place,(206) 402-6634,98112,WA,Seattle,2808 E Madison St,0,1,1
1722,International Fountain,(206) 684-7200,98109,WA,Seattle,305 Harrison St,0,0,0
1723,Flatstick Pub,(206) 682-0608,98104,WA,Seattle,240 2nd Ave S,0,0,0
1724,Cherry Blossoms @ University of Washington,,98195,WA,Seattle,"University of Washington, King Lane &; Pierce Ln",0,0,0
1725,Suika Seattle,(206) 747-9595,98122,WA,Seattle,611 E Pine St,0,1,0
1726,Kaladi Brothers Coffee,(206) 257-1688,98122,WA,Seattle,517 E Pike St,0,1,1
1727,Calozzi’s Cheesesteaks,(206) 623-1330,98101,WA,Seattle,1306 4th Ave,0,1,1
1728,Café Suisse,(206) 633-3876,98121,WA,Seattle,2008 Westlake Ave,0,1,1
1729,Witness,(206) 329-0248,98102,WA,Seattle,410 Broadway E,0,0,1
1730,MiiR,(888) 746-5762,98103,WA,Seattle,3400 Stone Way N,0,1,1
1731,Rain Shadow Meats Squared,(206) 467-4854,98104,WA,Seattle,404 Occidental Ave S,0,1,1
1732,Harvest Beat,(206) 547-1348,98103,WA,Seattle,1711 N 45th St,0,0,1
1733,Nishino,(206) 322-5800,98112,WA,Seattle,3130 E Madison St,0,1,0
1734,HoneyHole Sandwiches,(206) 709-1399,98122,WA,Seattle,703 E Pike St,0,1,0
1735,Taylor Shellfish Farms,(206) 501-4321,98122,WA,Seattle,1521 Melrose Ave,0,1,0
1736,Mighty-O Donuts,(206) 547-5431,98103,WA,Seattle,2110 N 55th St,0,1,1
1737,Waterfall Garden,(206) 624-6096,98104,WA,Seattle,219 2nd Ave S,0,0,0
1738,Lola,(206) 441-1430,98121,WA,Seattle,2000 4th Ave,0,1,1
1739,Elm Coffee Roasters,(206) 445-7808,98104,WA,Seattle,240 2nd Ave S,0,1,0
1740,Ventoux Roasters,(206) 370-0226,98105,WA,Seattle,3404 NE 55th St,0,1,1
1741,Manolin,(206) 294-3331,98103,WA,Seattle,3621 Stone Way N,0,0,1
1742,Biscuit Bitch,(206) 441-7999,98101,WA,Seattle,1909 1st Ave,0,1,1
1743,Ugly Mug Café & Coffee Roasters,(206) 547-3219,98105,WA,Seattle,1309 NE 43rd St,0,1,0
1744,Stumptown Coffee Roasters,(206) 329-0115,98122,WA,Seattle,616 E Pine St,0,1,1
1745,Fran’s Chocolates,(206) 682-0168,98101,WA,Seattle,1325 1st Ave,0,1,0
1746,ChuMinh Tofu & Veggie Deli,(206) 723-6095,98104,WA,Seattle,1043 S Jackson St,0,1,0
1747,Lovage,(206) 486-2160,98101,WA,Seattle,1526 1st Ave,0,1,0
1748,ETG Coffee and Bakery,(206) 633-3685,98103,WA,Seattle,3512 Fremont Pl N,0,1,1
1749,Pomodoro,(206) 324-3160,98102,WA,Seattle,2366 Eastlake Ave E,0,1,0
1750,I Love My GFF,(206) 265-1798,98109,WA,Seattle,,0,1,0
1751,Rock Box,(206) 302-7625,98122,WA,Seattle,1603 Nagle Pl,0,0,1
1752,The Fremont Troll,,98103,WA,Seattle,North Troll Ave,0,0,0
1753,Bar Cotto,(206) 838-8081,98122,WA,Seattle,1546 15th Ave,0,1,1
1754,Taylor Shellfish Oyster Bar,(206) 501-4060,98104,WA,Seattle,410 Occidental Ave S,0,0,0
1755,Serious Pie,(206) 838-7388,98121,WA,Seattle,316 Virginia St,0,1,0
1756,Bottega Italiana,(206) 343-0200,98101,WA,Seattle,1425 1st Ave,0,1,1
1757,No Bones Beach Club,(206) 515-5656,98107,WA,Seattle,5410 17th Ave NW,0,1,1
1758,Aladdin Falafel Corner,(206) 548-9539,98105,WA,Seattle,4541 University Way NE,0,1,0
1759,El Diablo Coffee,(206) 285-0693,98109,WA,Seattle,1811 Queen Anne Ave N,0,1,1
1760,Slate Coffee Roasters,(206) 240-7174,98107,WA,Seattle,5413 6th Ave NW,0,1,1
1761,Dan’s Kitchen,(206) 578-2935,98115,WA,Seattle,6552 15th Ave NE,0,1,1
1762,Morsel and Bean,(206) 457-5735,98107,WA,Seattle,5905 15th Ave NW,0,1,1
1763,Maneki,(206) 622-2631,98104,WA,Seattle,304 6th Ave S,0,1,0
1764,Sprout,(206) 973-3766,98104,WA,Seattle,512 2nd Ave,0,1,0
1765,Teatro Zinzanni,(206) 802-0015,98109,WA,Seattle,222 Mercer St,0,0,0
1766,Cafe Turko,(206) 284-9954,98103,WA,Seattle,900 N 34th St,0,1,1
1767,Taylor Shellfish Oyster Bar,(206) 501-4442,98109,WA,Seattle,124 Republican St,0,0,0
1768,Umi Sake House,(206) 374-8717,98121,WA,Seattle,2230 1st Ave,0,1,0
1769,Cafe Selam,(206) 328-0404,98122,WA,Seattle,2715 E Cherry St,0,1,1
1770,Quinn’s,(206) 325-7711,98122,WA,Seattle,1001 E Pike St,0,0,0
1771,Single Shot,(206) 420-2238,98102,WA,Seattle,611 Summit Ave E,0,0,0
1772,BlueStone,(206) 726-0141,98102,WA,Seattle,1631 E Olive Way,0,1,0
1773,White Horse Trading Company,(206) 441-7767,98101,WA,Seattle,1908 Post Alley,0,0,0
1774,Fat Ducks Deli & Bakery,(206) 257-4798,98105,WA,Seattle,5509 University Way NE,0,1,1
1775,Joe Bar,(206) 324-0407,98102,WA,Seattle,810 E Roy St,0,1,1
1776,Le Rêve Bakery & Café,(206) 623-7383,98109,WA,Seattle,1805 Queen Anne Ave N,0,1,1
1777,The Tasting Room,(206) 770-9463,98101,WA,Seattle,1924 Post Alley,0,0,1
1778,Toulouse Petit,(206) 432-9069,98109,WA,Seattle,601 Queen Anne Ave N,0,0,0
1779,Bait Shop,(206) 420-8742,98102,WA,Seattle,606 Broadway E,0,1,1
1780,Stateside,(206) 557-7273,98122,WA,Seattle,300 E Pike St,0,1,1
1781,World Spice Merchants,(206) 682-7274,98101,WA,Seattle,1509 Western Ave,0,0,0
1782,Byrek & Baguette,(206) 538-0758,98122,WA,Seattle,732 12th Ave,0,1,1
1783,Katy’s Corner Cafe,(206) 329-0121,98122,WA,Seattle,2000 E Union St,0,1,1
1784,The Beer Junction,(206) 938-2337,98116,WA,Seattle,4511 California Ave SW,0,1,0
1785,Bathtub Gin & Co,(206) 728-6069,98121,WA,Seattle,2205 2nd Ave,0,0,0
1786,Café Presse,(206) 709-7674,98122,WA,Seattle,1117 12th Ave,0,1,1
1787,In The Bowl Vegetarian Noodle Bistro,(206) 568-2343,98102,WA,Seattle,1554 E Olive Way,1,1,0
1788,Nollie’s Cafe,(206) 402-6724,98109,WA,Seattle,1165 Harrison St,0,1,0
1789,Jemil’s Big Easy,(206) 641-6551,98112,WA,Seattle,,1,1,1
1790,Bongos,(206) 420-8548,98103,WA,Seattle,6501 Aurora Ave N,1,1,1
1791,Stumptown Coffee Roasters,(206) 323-1544,98122,WA,Seattle,1115 12th Ave,0,1,1
1792,Herb & Bitter Public House,(206) 708-6468,98102,WA,Seattle,516 Broadway E,0,1,1
1793,Simply Soulful,(206) 474-9841,98112,WA,Seattle,2909-B E Madison Ave,0,1,0
1794,Cal Anderson Park,(206) 684-4075,98122,WA,Seattle,1635 11th Ave,0,0,0
1795,Purple Café and Wine Bar,,98101,WA,Seattle,1225 4th Ave,0,1,0
1796,Sweetgrass Food Co.,(206) 602-6656,98101,WA,Seattle,1923 7th Ave,0,1,0
1797,Saigon Deli,(206) 322-3700,98144,WA,Seattle,1237 S Jackson St,0,1,0
1798,Le Pichet,(206) 256-1499,98101,WA,Seattle,1933 1st Ave,0,0,1
1799,Heartwood Provisions,(206) 582-3505,98101,WA,Seattle,1103 1st Ave,0,0,0
1800,Sake Nomi,(206) 467-7253,98104,WA,Seattle,76 S Washington St,0,0,0
1801,Rob Roy,(206) 956-8423,98121,WA,Seattle,2332 2nd Ave,0,0,1
1802,Nue,(206) 257-0312,98122,WA,Seattle,1519 14th Ave,1,1,1
1803,The Bear and the Bee,(206) 441-7255,98121,WA,Seattle,2211 2nd Ave,0,1,1
1804,Von’s Gustobistro,(206) 621-8667,98101,WA,Seattle,1225 1st Ave,0,1,1
1805,Shaker and Spear,(206) 826-1700,98121,WA,Seattle,2000 2nd Ave,0,0,0
1806,LoPriore Bros. Pasta Bar,(206) 621-7545,98101,WA,Seattle,1530 Post Alley,0,1,1
1807,Deli-Cut Subs,(206) 262-0631,98104,WA,Seattle,300 5th Ave,0,1,0
1808,Il Terrazzo Carmine,(206) 467-7797,98104,WA,Seattle,411 1st Ave S,0,1,1
1809,Rumba,(206) 583-7177,98101,WA,Seattle,1112 Pike St,0,1,1
1810,Biscuit Bitch,(206) 728-2219,98121,WA,Seattle,2303 3rd Ave,0,1,1
1811,Piroshki On Madison,(206) 624-1295,98104,WA,Seattle,1219 Madison St,1,1,1
1812,Phnom Penh Noodle House,(206) 748-9825,98104,WA,Seattle,660 S King St,0,1,0
1813,The Bar Shoppe,(206) 447-0151,98104,WA,Seattle,117 Yesler Way,0,0,0
1814,Seattle Meowtropolitan,(206) 632-2330,98103,WA,Seattle,1225 N 45th St,0,0,0
1815,Momiji,(206) 457-4068,98122,WA,Seattle,1522 12th Ave,0,1,0
1816,Mashawi Mediterranean Cuisine,(206) 282-0078,98109,WA,Seattle,366 Roy St,1,1,0
1817,Saley’s Classic,(206) 307-4619,98101,WA,Seattle,800 Olive Way,0,1,0
1818,Matts in the Market,(206) 467-7909,98101,WA,Seattle,94 Pike St,0,0,0
1819,Crow,(206) 283-8800,98109,WA,Seattle,823 5th Ave N,0,1,0
1820,Ristorante Machiavelli,(206) 621-7941,98101,WA,Seattle,1215 Pine St,0,1,0
1821,Top Pot Doughnuts,(206) 728-1966,98121,WA,Seattle,2124 5th Ave,0,1,1
1822,Kedai Makan,(206) 556-2560,98122,WA,Seattle,1802 Bellevue Ave,0,1,0
1823,Joule,(206) 632-5685,98103,WA,Seattle,3506 Stone Way N,0,0,1
1824,Serious Pie & Biscuit,(206) 436-0050,98109,WA,Seattle,401 Westlake Ave N,0,1,0
1825,Chili & Sesame Korean Kitchen,(206) 443-2013,98121,WA,Seattle,2449 2nd Ave,0,1,0
1826,Japonessa,(206) 971-7979,98101,WA,Seattle,1400 1st Ave,0,1,1
1827,Bedlam Coffee,(206) 910-2300,98121,WA,Seattle,2231 2nd Ave,0,1,1
1828,U:Don Fresh Japanese Noodle Station,(206) 466-1471,98122,WA,Seattle,1640 12th Ave,0,1,0
1829,Dog In The Park,(206) 254-0943,98101,WA,Seattle,1520 4th Ave,0,1,1
1830,Bustle,(206) 453-4285,98119,WA,Seattle,535 W McGraw St,0,1,1
1831,Sip & Ship,(206) 789-4488,98107,WA,Seattle,1752 NW Market St,0,1,1
1832,Mammoth,(206) 946-1065,98102,WA,Seattle,2501 Eastlake Ave E,0,1,0
1833,Lecōsho,(206) 623-2101,98101,WA,Seattle,89 University St,0,0,1
1834,Teriyaki 1st,(206) 526-1661,98105,WA,Seattle,5201 University Way NE,0,1,0
1835,Tsukushinbo,(206) 467-4004,98104,WA,Seattle,515 S Main St,0,1,0
1836,Seattle Salads,(206) 324-6445,98112,WA,Seattle,2711 E Madison St,1,1,1
1837,Volunteer Park Water Tower,(206) 684-4555,98102,WA,Seattle,1247 15th Ave E,0,0,0
1838,QED Coffee,(206) 954-3071,98144,WA,Seattle,1418 31st Ave S,0,1,1
1839,Top Pot Doughnuts,(206) 323-7841,98102,WA,Seattle,609 Summit Ave E,0,1,1
1840,Ancient Grounds,(206) 749-0747,98101,WA,Seattle,1220 1st Ave,0,1,0
1841,Plaza Garibaldi,(206) 397-4088,98109,WA,Seattle,129 1st Ave N,0,1,0
1842,Hue Ky Mi Gia,(206) 568-1268,98144,WA,Seattle,1207 S Jackson St,0,1,0
1843,Pie,(206) 436-8590,98103,WA,Seattle,3515 Fremont Ave N,1,1,1
1844,MeeKong Bar,(206) 257-1030,98121,WA,Seattle,2525 4th Ave,1,1,1
1845,Musashi’s,(206) 633-0212,98103,WA,Seattle,1400 N 45th St,0,1,0
1846,Pho Bac,(206) 621-8816,98101,WA,Seattle,1809 Minor Ave,0,1,0
1847,Cicchetti,(206) 859-4155,98102,WA,Seattle,121 E Boston St,0,1,1
1848,8oz Burger & Co,(206) 466-5989,98122,WA,Seattle,1401 Broadway,0,1,0
1849,Caffe Vita,(206) 285-9662,98109,WA,Seattle,813 5th Ave N,0,1,1
1850,Elliott’s Oyster House,(206) 623-4340,98101,WA,Seattle,1201 Alaskan Way,0,1,1
1851,Papa Bois,(425) 341-3657,,WA,Seattle,,0,1,0
1852,Pear Delicatessen & Shoppe,(206) 443-1926,98101,WA,Seattle,1926 Pike Pl,0,1,0
1853,Americana,(206) 328-4604,98102,WA,Seattle,219 Broadway E,0,1,1
1854,Macrina Bakery & Cafe,(206) 448-4032,98121,WA,Seattle,2408 1st Ave,0,1,1
1855,Market Grill,(206) 682-2654,98101,WA,Seattle,1509 Pike Pl,0,1,1
1856,Bluebird,(206) 588-1079,98122,WA,Seattle,1205 E Pike St,0,1,0
1857,The Forge Lounge,(206) 623-5107,98104,WA,Seattle,65 Marion St,0,0,0
1858,Holy Cannoli,(206) 841-8205,98121,WA,Seattle,2720 3rd Ave,0,1,0
1859,The Juicy Café,(206) 682-6960,98101,WA,Seattle,725 Pike St,0,1,1
1860,Taste Of The Caribbean,(206) 323-9112,98122,WA,Seattle,1212 E Jefferson St,0,1,1
1861,CJ’s Eatery,(206) 728-1648,98121,WA,Seattle,2619 1st Ave,0,1,0
1862,Thai Curry Simple,(206) 327-4838,98104,WA,Seattle,406 5th Ave S,0,1,1
1863,Chaco Canyon Organic Cafe,(206) 522-6966,98105,WA,Seattle,4757 12th Ave NE,0,1,0
1864,Pho Viet Anh,(206) 352-1881,98109,WA,Seattle,372 Roy St,0,1,1
1865,mkt.,(206) 812-1580,98103,WA,Seattle,2108 N 55th St,0,0,0
1866,Tulio,(206) 624-5500,98101,WA,Seattle,1100 5th Ave,0,0,1
1867,Turkish Delight,(206) 443-1387,98101,WA,Seattle,1930 Pike Pl,0,1,0
1868,Taste of India,(206) 528-1575,98105,WA,Seattle,5517 Roosevelt Way NE,1,1,1
1869,Cycle Dogs Vegan Hot Dogs,(206) 372-8510,,WA,Seattle,,0,1,0
1870,Analog Coffee,,98102,WA,Seattle,235 Summit Ave E,0,1,1
1871,Beetle Cafe,(206) 547-0977,98105,WA,Seattle,4334 Univeristy Way NE,0,1,0
1872,Sitka & Spruce,(206) 324-0662,98101,WA,Seattle,1531 Melrose Ave,0,0,0
1873,Eden Hill,(206) 708-6836,98109,WA,Seattle,2209 Queen Anne Ave N,0,0,0
1874,The Hideout,(206) 903-8480,98127,WA,Seattle,1005 Boren Ave,0,0,0
1875,Jefferson Park,(206) 684-4075,98108,WA,Seattle,4165 16th Ave S,0,0,0
1876,Wakefield Bar,(206) 770-7824,98121,WA,Seattle,2318 2nd Ave,0,1,1
1877,Needle and Thread,(206) 325-0133,98122,WA,Seattle,1406 12th Ave,0,0,0
1878,The Masonry,(206) 453-4375,98109,WA,Seattle,20 Roy St,0,1,1
1879,Green Leaf Vietnamese Restaurant,(206) 340-1388,98104,WA,Seattle,418 8th Ave S,0,1,0
1880,Shorty’s,(206) 441-5449,98121,WA,Seattle,2222 2nd Ave,0,0,1
