,_id,ltable_id,rtable_id,ltable_Name,ltable_Phone,ltable_Zipcode,ltable_State,ltable_City,ltable_Address,ltable_Delivery,ltable_Takeout,ltable_Outdoor_seating,rtable_Name,rtable_Phone,rtable_Zipcode,rtable_State,rtable_City,rtable_Address,rtable_Delivery,rtable_Takeout,rtable_Outdoor_seating
69618,69618,610,174,Floriole Cafe & Bakery,(773) 883-1313,60614.0,IL,Chicago,1220 W Webster Ave,0,1,1,Geja's Cafe,(773) 281-9101,60614.0,IL,Chicago,340 W Armitage Avenue,0,1,0
69657,69657,666,174,Sai Cafe,(773) 472-8080,60614.0,IL,Chicago,2010 N Sheffield Ave,1,1,0,Geja's Cafe,(773) 281-9101,60614.0,IL,Chicago,340 W Armitage Avenue,0,1,0
69672,69672,720,174,Geja’s Cafe,(773) 281-9101,60614.0,IL,Chicago,340 W Armitage Ave,1,1,0,Geja's Cafe,(773) 281-9101,60614.0,IL,Chicago,340 W Armitage Avenue,0,1,0
69856,69856,2498,1577,Espetus Brazilian Steak House,(415) 552-8792,94102.0,CA,San Francisco,1686 Market St,0,0,0,Farmerbrown,(415) 409-3276,94102.0,CA,San Francisco,25 Mason Street,0,1,0
69934,69934,2498,2109,Espetus Brazilian Steak House,(415) 552-8792,94102.0,CA,San Francisco,1686 Market St,0,0,0,Caffe Delle Stelle,(415) 252-1110,94102.0,CA,San Francisco,395 Hayes Street,0,1,1
69946,69946,2740,2109,Absinthe Brasserie & Bar,(415) 551-1590,94102.0,CA,San Francisco,398 Hayes St,0,1,1,Caffe Delle Stelle,(415) 252-1110,94102.0,CA,San Francisco,395 Hayes Street,0,1,1
70063,70063,948,869,McSorley’s Old Ale House,(212) 473-9148,10003.0,NY,New York,15 E 7th St,0,0,0,McSorley's Old Ale House,(212) 473-9148,10003.0,NY,New York,15 E 7th Street,0,0,0
70076,70076,1266,869,ChikaLicious Dessert Bar,(212) 995-9511,10003.0,NY,New York,203 E 10th St,0,0,0,McSorley's Old Ale House,(212) 473-9148,10003.0,NY,New York,15 E 7th Street,0,0,0
70082,70082,1469,869,Strip House,(212) 328-0000,10003.0,NY,New York,13 E 12th St,0,0,0,McSorley's Old Ale House,(212) 473-9148,10003.0,NY,New York,15 E 7th Street,0,0,0
70168,70168,756,237,Chief O’Neill’s Pub & Restaurant,(773) 583-3066,60618.0,IL,Chicago,3471 N Elston Ave,1,1,1,Honey Butter Fried Chicken,(773) 478-4000,60618.0,IL,Chicago,3361 N Elston Avenue,0,1,1
70191,70191,618,237,Sticky Rice,(773) 588-0133,60618.0,IL,Chicago,4018 N Western Ave,1,1,0,Honey Butter Fried Chicken,(773) 478-4000,60618.0,IL,Chicago,3361 N Elston Avenue,0,1,1
70206,70206,47,125,Fogo de Chão Brazilian Steakhouse,(312) 932-9330,60654.0,IL,Chicago,661 N Lasalle Blvd,0,0,0,Chicago Cut Steakhouse,(312) 329-1800,60654.0,IL,Chicago,300 N LaSalle Street,0,1,0
70223,70223,298,125,Xoco,(312) 661-1434,60654.0,IL,Chicago,449 N Clark St,0,1,1,Chicago Cut Steakhouse,(312) 329-1800,60654.0,IL,Chicago,300 N LaSalle Street,0,1,0
70228,70228,375,125,Quartino,(312) 698-5000,60654.0,IL,Chicago,626 N State St,0,1,1,Chicago Cut Steakhouse,(312) 329-1800,60654.0,IL,Chicago,300 N LaSalle Street,0,1,0
70236,70236,418,125,Roy’s - Chicago,(312) 787-7599,60654.0,IL,Chicago,720 N State St,0,0,1,Chicago Cut Steakhouse,(312) 329-1800,60654.0,IL,Chicago,300 N LaSalle Street,0,1,0
70290,70290,731,125,Bow Truss Coffee Roasters River North,(312) 222-1306,60654.0,IL,Chicago,406 N Wells St,0,1,0,Chicago Cut Steakhouse,(312) 329-1800,60654.0,IL,Chicago,300 N LaSalle Street,0,1,0
70293,70293,276,125,Mastro’s Steakhouse,(312) 521-5100,60654.0,IL,Chicago,520 N Dearborn St,0,1,0,Chicago Cut Steakhouse,(312) 329-1800,60654.0,IL,Chicago,300 N LaSalle Street,0,1,0
70296,70296,658,125,Osteria Via Stato,(312) 642-8450,60654.0,IL,Chicago,620 N State St,1,1,1,Chicago Cut Steakhouse,(312) 329-1800,60654.0,IL,Chicago,300 N LaSalle Street,0,1,0
70303,70303,3001,1973,Stella Pastry & Cafe,(415) 986-2914,94133.0,CA,San Francisco,446 Columbus Ave,0,1,0,Comstock Saloon,(415) 617-0071,94133.0,CA,San Francisco,155 Columbus Avenue,0,1,1
70384,70384,2582,1973,Italian Homemade Company,(415) 712-8874,94133.0,CA,San Francisco,716 Columbus Ave,0,1,1,Comstock Saloon,(415) 617-0071,94133.0,CA,San Francisco,155 Columbus Avenue,0,1,1
70934,70934,2540,2182,Wine Down SF,(415) 829-7005,94107.0,CA,San Francisco,685 Folsom Street,0,0,0,Alexander's Steakhouse,(415) 495-1111,94107.0,CA,San Francisco,448 Brannan Street,0,0,0
70941,70941,2825,2182,Alexander’s Steakhouse,(415) 495-1111,94107.0,CA,San Francisco,448 Brannan St,0,0,0,Alexander's Steakhouse,(415) 495-1111,94107.0,CA,San Francisco,448 Brannan Street,0,0,0
70956,70956,2737,2070,El Metate Restaurant,(415) 641-7209,94110.0,CA,San Francisco,2406 Bryant St,0,1,1,Myriad,(415) 525-4335,94110.0,CA,San Francisco,2491 Mission District Street,0,1,0
70983,70983,2537,2070,Myriad Gastropub,(415) 525-4335,94110.0,CA,San Francisco,2491 Mission St,1,1,1,Myriad,(415) 525-4335,94110.0,CA,San Francisco,2491 Mission District Street,0,1,0
70989,70989,2640,2070,La Taqueria,(415) 285-7117,94110.0,CA,San Francisco,2889 Mission St,0,1,1,Myriad,(415) 525-4335,94110.0,CA,San Francisco,2491 Mission District Street,0,1,0
70990,70990,2650,2070,24th Street Mini Park,(415) 717-2872,94110.0,CA,San Francisco,24th St & York St,0,0,0,Myriad,(415) 525-4335,94110.0,CA,San Francisco,2491 Mission District Street,0,1,0
70992,70992,2659,2070,Taqueria Cancún,(415) 252-9560,94110.0,CA,San Francisco,2288 Mission St,0,1,0,Myriad,(415) 525-4335,94110.0,CA,San Francisco,2491 Mission District Street,0,1,0
71009,71009,2832,2070,Mission Pie,(415) 282-1500,94110.0,CA,San Francisco,2901 Mission St,0,1,0,Myriad,(415) 525-4335,94110.0,CA,San Francisco,2491 Mission District Street,0,1,0
71018,71018,2909,2070,Mission Banh Mi,(415) 551-1772,94110.0,CA,San Francisco,2200 Mission St,0,1,0,Myriad,(415) 525-4335,94110.0,CA,San Francisco,2491 Mission District Street,0,1,0
71111,71111,3047,2056,Atlas Cafe,(415) 648-1047,94110.0,CA,San Francisco,3049 20th St,0,1,1,Atlas Cafe,(415) 648-1047,94110.0,CA,San Francisco,3049 20th Street,0,1,1
71192,71192,399,3230,Lou Malnati’s Pizzeria,(773) 832-4030,60614.0,IL,Chicago,958 W Wrightwood Ave,1,1,1,Sweet Mandy B's,(773) 244-1174,60614.0,IL,Chicago,1208 W. Webster Avenue,0,1,1
71563,71563,158,245,Homeslice,(312) 789-4600,60614.0,IL,Chicago,938 W Webster,1,1,1,Shine,(773) 296-0101,60614.0,IL,Chicago,756 W. Webster Avenue,0,1,1
71581,71581,610,245,Floriole Cafe & Bakery,(773) 883-1313,60614.0,IL,Chicago,1220 W Webster Ave,0,1,1,Shine,(773) 296-0101,60614.0,IL,Chicago,756 W. Webster Avenue,0,1,1
71591,71591,720,245,Geja’s Cafe,(773) 281-9101,60614.0,IL,Chicago,340 W Armitage Ave,1,1,0,Shine,(773) 296-0101,60614.0,IL,Chicago,756 W. Webster Avenue,0,1,1
71625,71625,942,1273,Aquagrill,(212) 274-0505,10012.0,NY,New York,210 Spring Street,0,1,1,Il Mulino,(212) 673-3783,10012.0,NY,New York,86 West 3rd Street,0,0,0
71632,71632,1229,1273,Il Mulino,(212) 673-3783,10012.0,NY,New York,86 W 3rd St,1,1,0,Il Mulino,(212) 673-3783,10012.0,NY,New York,86 West 3rd Street,0,0,0
71759,71759,1158,1064,Cafe Habana,(212) 625-2001,10012.0,NY,New York,17 Prince St,1,1,0,Eileen's Special Cheesecake,(212) 966-5585,10012.0,NY,New York,17 Cleveland Place,1,1,0
72046,72046,2779,1832,Universal Cafe,(415) 821-4608,94110.0,CA,San Francisco,2814 19th St,0,1,1,Urban Fish,(415) 863-4744,94110.0,CA,San Francisco,2193 Mission District Street,1,1,0
72060,72060,2909,1832,Mission Banh Mi,(415) 551-1772,94110.0,CA,San Francisco,2200 Mission St,0,1,0,Urban Fish,(415) 863-4744,94110.0,CA,San Francisco,2193 Mission District Street,1,1,0
72258,72258,1001,1432,Murray’s Cheese Bar,(646) 476-8882,10014.0,NY,New York,264 Bleecker St,0,1,0,Murray's Cheese Bar,(646) 476-8882,10014.0,NY,New York,264 Bleecker Street,0,1,0
72261,72261,1324,1432,John’s Of Bleecker Street,(212) 243-1680,10014.0,NY,New York,278 Bleecker St,0,1,0,Murray's Cheese Bar,(646) 476-8882,10014.0,NY,New York,264 Bleecker Street,0,1,0
72303,72303,815,1019,The High Line,(212) 206-9922,10014.0,NY,New York,820 Washington St,0,0,0,EN Japanese Brasserie,(212) 647-9196,10014.0,NY,New York,435 Hudson Street,1,1,0
72371,72371,2460,1556,Tartine Bakery & Cafe,(415) 487-2600,94110.0,CA,San Francisco,600 Guerrero St,0,1,1,Dynamo Donuts & Coffee,(415) 920-1978,94110.0,CA,San Francisco,2760 24th Street,0,1,0
72384,72384,2604,1556,Delfina,(415) 552-4055,94110.0,CA,San Francisco,3621 18th St,0,1,0,Dynamo Donuts & Coffee,(415) 920-1978,94110.0,CA,San Francisco,2760 24th Street,0,1,0
72404,72404,2779,1556,Universal Cafe,(415) 821-4608,94110.0,CA,San Francisco,2814 19th St,0,1,1,Dynamo Donuts & Coffee,(415) 920-1978,94110.0,CA,San Francisco,2760 24th Street,0,1,0
72405,72405,2832,1556,Mission Pie,(415) 282-1500,94110.0,CA,San Francisco,2901 Mission St,0,1,0,Dynamo Donuts & Coffee,(415) 920-1978,94110.0,CA,San Francisco,2760 24th Street,0,1,0
72411,72411,2892,1556,Trick Dog,(415) 471-2999,94110.0,CA,San Francisco,3010 20th St,0,0,0,Dynamo Donuts & Coffee,(415) 920-1978,94110.0,CA,San Francisco,2760 24th Street,0,1,0
72415,72415,2930,1556,Dynamo Donut & Coffee,(415) 920-1978,94110.0,CA,San Francisco,2760 24th St,0,1,1,Dynamo Donuts & Coffee,(415) 920-1978,94110.0,CA,San Francisco,2760 24th Street,0,1,0
72437,72437,3047,1556,Atlas Cafe,(415) 648-1047,94110.0,CA,San Francisco,3049 20th St,0,1,1,Dynamo Donuts & Coffee,(415) 920-1978,94110.0,CA,San Francisco,2760 24th Street,0,1,0
72640,72640,1001,790,Murray’s Cheese Bar,(646) 476-8882,10014.0,NY,New York,264 Bleecker St,0,1,0,John's of Bleecker Street,(212) 243-1680,10014.0,NY,New York,278 Bleecker Street,0,1,0
72644,72644,1324,790,John’s Of Bleecker Street,(212) 243-1680,10014.0,NY,New York,278 Bleecker St,0,1,0,John's of Bleecker Street,(212) 243-1680,10014.0,NY,New York,278 Bleecker Street,0,1,0
72648,72648,3010,1544,Marina Green Park,(415) 831-2700,94123.0,CA,San Francisco,Marina Green Dr,0,0,0,Greens,(415) 771-6222,94123.0,CA,San Francisco,2 Marina Boulevard,0,1,0
72687,72687,3032,2270,Cafe Reverie,(415) 242-0200,94117.0,CA,San Francisco,848 Cole St,0,1,1,Bambino's Ristorante,(415) 731-1343,94117.0,CA,San Francisco,945 Cole Street,1,1,0
72688,72688,2574,2270,Zazie,(415) 564-5332,94117.0,CA,San Francisco,941 Cole St,0,1,1,Bambino's Ristorante,(415) 731-1343,94117.0,CA,San Francisco,945 Cole Street,1,1,0
72775,72775,2631,2118,Craftsman and Wolves,(415) 913-7713,94110.0,CA,San Francisco,746 Valencia St,0,1,1,Garçon,(415) 401-8959,94110.0,CA,San Francisco,1101 Valencia Street,0,0,0
72784,72784,2913,2118,Taqueria el Buen Sabor,(415) 552-8816,94110.0,CA,San Francisco,697 Valencia St,0,1,0,Garçon,(415) 401-8959,94110.0,CA,San Francisco,1101 Valencia Street,0,0,0
72803,72803,2549,2229,Seven Hills,(415) 775-1550,94109.0,CA,San Francisco,1550 Hyde St,0,0,0,Stones Throw,(415) 796-2901,94109.0,CA,San Francisco,1896 Hyde Street,0,0,0
72806,72806,2664,2229,Stones Throw,(415) 796-2901,94109.0,CA,San Francisco,1896 Hyde St,0,0,0,Stones Throw,(415) 796-2901,94109.0,CA,San Francisco,1896 Hyde Street,0,0,0
72811,72811,2941,2229,Sing Sing Sandwich Shop,(415) 885-5159,94109.0,CA,San Francisco,309 Hyde St,0,1,0,Stones Throw,(415) 796-2901,94109.0,CA,San Francisco,1896 Hyde Street,0,0,0
72930,72930,2117,3397,La Teranga,(206) 725-1188,98118.0,WA,Seattle,4903 1/2 Rainier Ave S,0,1,0,La Medusa,(206) 723-2192,98118.0,WA,Seattle,4857 Rainier Avenue South,0,1,0
72994,72994,2412,1819,El Gallo Giro Taco Truck,(415) 846-1802,94110.0,CA,San Francisco,23rd St & Treat Ave,0,1,1,Boogaloos,(415) 824-4088,94110.0,CA,San Francisco,3296 22nd Street,0,0,0
72997,72997,2730,1819,Gallardos Mexican Restaurant,(415) 436-9387,94110.0,CA,San Francisco,3248 18th St,0,1,1,Boogaloos,(415) 824-4088,94110.0,CA,San Francisco,3296 22nd Street,0,0,0
73000,73000,2881,1819,Blue Plate,(415) 282-6777,94110.0,CA,San Francisco,3218 Mission St,0,0,1,Boogaloos,(415) 824-4088,94110.0,CA,San Francisco,3296 22nd Street,0,0,0
73079,73079,108,203,Publican Quality Meats,(312) 445-8977,60607.0,IL,Chicago,825 W Fulton Market St,0,1,1,Ramen Takeya,(312) 666-7710,60607.0,IL,Chicago,819 W. Fulton Market,0,1,0
73098,73098,313,203,The Publican,(312) 733-9555,60607.0,IL,Chicago,837 W Fulton Market,0,0,1,Ramen Takeya,(312) 666-7710,60607.0,IL,Chicago,819 W. Fulton Market,0,1,0
73158,73158,847,1389,Chobani SoHo,(212) 364-3970,10012.0,NY,New York,152 Prince St,0,1,0,Soho Park,(212) 219-2129,10012.0,NY,New York,62 Prince Street,1,1,1
73328,73328,1366,866,Il Tinello Ristorante Italiano,(212) 245-4388,10019.0,NY,New York,16 W 56th St,0,0,0,Rue 57,(212) 307-5656,10019.0,NY,New York,60 W 57th Street,1,1,1
73340,73340,2999,1618,Il Pollaio,(415) 362-7727,94133.0,CA,San Francisco,555 Columbus Ave,0,1,0,Trattoria Pinocchio,(415) 392-1472,94133.0,CA,San Francisco,401 Columbus Avenue,0,1,1
73362,73362,3004,1618,Franchino,(415) 982-2157,94133.0,CA,San Francisco,347 Columbus Ave,0,0,0,Trattoria Pinocchio,(415) 392-1472,94133.0,CA,San Francisco,401 Columbus Avenue,0,1,1
73365,73365,2633,1618,Piccolo Forno,(415) 757-0087,94133.0,CA,San Francisco,725 Columbus Ave,0,1,1,Trattoria Pinocchio,(415) 392-1472,94133.0,CA,San Francisco,401 Columbus Avenue,0,1,1
73369,73369,2774,1618,Il Casaro Pizzeria & Mozzarella Bar,(415) 677-9455,94133.0,CA,San Francisco,348 Columbus Ave,0,1,0,Trattoria Pinocchio,(415) 392-1472,94133.0,CA,San Francisco,401 Columbus Avenue,0,1,1
73395,73395,2507,1925,Lolinda,(415) 550-6970,94110.0,CA,San Francisco,2518 Mission St,0,0,0,Taqueria Cancun,(415) 252-9560,94110.0,CA,San Francisco,2288 Mission District Street,0,1,0
73399,73399,2537,1925,Myriad Gastropub,(415) 525-4335,94110.0,CA,San Francisco,2491 Mission St,1,1,1,Taqueria Cancun,(415) 252-9560,94110.0,CA,San Francisco,2288 Mission District Street,0,1,0
73408,73408,2640,1925,La Taqueria,(415) 285-7117,94110.0,CA,San Francisco,2889 Mission St,0,1,1,Taqueria Cancun,(415) 252-9560,94110.0,CA,San Francisco,2288 Mission District Street,0,1,0
73411,73411,2659,1925,Taqueria Cancún,(415) 252-9560,94110.0,CA,San Francisco,2288 Mission St,0,1,0,Taqueria Cancun,(415) 252-9560,94110.0,CA,San Francisco,2288 Mission District Street,0,1,0
73415,73415,2684,1925,Foreign Cinema,(415) 648-7600,94110.0,CA,San Francisco,2534 Mission St,0,0,1,Taqueria Cancun,(415) 252-9560,94110.0,CA,San Francisco,2288 Mission District Street,0,1,0
73440,73440,2830,1925,Belmar - La Gallinita Meat Market,(415) 826-4600,94110.0,CA,San Francisco,2989 24th St,0,1,0,Taqueria Cancun,(415) 252-9560,94110.0,CA,San Francisco,2288 Mission District Street,0,1,0
73453,73453,3048,1925,La Santaneca,(415) 648-1034,94110.0,CA,San Francisco,3781 Mission St,0,1,0,Taqueria Cancun,(415) 252-9560,94110.0,CA,San Francisco,2288 Mission District Street,0,1,0
73458,73458,3065,1925,Sun Rise Restaurant,(415) 206-1219,94110.0,CA,San Francisco,3126 24th St,0,1,0,Taqueria Cancun,(415) 252-9560,94110.0,CA,San Francisco,2288 Mission District Street,0,1,0
73546,73546,3014,2242,Aperto Restaurant,(415) 252-1625,94107.0,CA,San Francisco,1434 18th St,0,1,1,Pera,(415) 796-3812,94107.0,CA,San Francisco,1457 18th Street,0,1,1
73567,73567,31,57,The Wormhole Coffee,(773) 661-2468,60622.0,IL,Chicago,1462 N Milwaukee Ave,0,1,1,The Bongo Room,(773) 489-0690,60622.0,IL,Chicago,1470 N Milwaukee Avenue,0,1,0
73574,73574,84,57,The Violet Hour,(773) 252-1500,60622.0,IL,Chicago,1520 N Damen Ave,0,0,0,The Bongo Room,(773) 489-0690,60622.0,IL,Chicago,1470 N Milwaukee Avenue,0,1,0
73588,73588,322,57,The Bongo Room,(773) 489-0690,60622.0,IL,Chicago,1470 N Milwaukee Ave,0,1,0,The Bongo Room,(773) 489-0690,60622.0,IL,Chicago,1470 N Milwaukee Avenue,0,1,0
74561,74561,588,86,DMK Burger Bar,(773) 360-8686,60657.0,IL,Chicago,2954 N Sheffield Ave,0,1,0,DMK Burger Bar,(773) 360-8686,60657.0,IL,Chicago,2954 N Sheffield Avenue,0,1,0
74589,74589,762,86,George Street Pub,(773) 661-6635,60657.0,IL,Chicago,2858 N Halsted St,0,0,1,DMK Burger Bar,(773) 360-8686,60657.0,IL,Chicago,2954 N Sheffield Avenue,0,1,0
75694,75694,763,643,Max’s Take Out,(312) 553-0170,60603.0,IL,Chicago,20 E Adams St,1,1,0,Max's Take Out,(312) 553-0170,60603.0,IL,Chicago,20 E Adams Street,0,1,0
75713,75713,691,137,The Warehouse Bar & Pizzeria Chicago,(773) 661-6454,60614.0,IL,Chicago,1419 W Fullerton Ave,1,1,1,Bourgeois Pig,(773) 883-5282,60614.0,IL,Chicago,738 W. Fullerton Avenue,1,1,1
75854,75854,1241,1037,Sakagura,(212) 953-7253,10017.0,NY,New York,211 E 43rd St,0,0,0,Avra,(212) 759-8550,10017.0,NY,New York,141 E 48th Street,0,1,1
75884,75884,2438,1643,Rosamunde Sausage Grill,(415) 437-6851,94117.0,CA,San Francisco,545 Haight St,1,1,0,Blue Front Cafe,(415) 252-5917,94117.0,CA,San Francisco,1430 Haight Street,0,1,0
75896,75896,2931,1643,Pork Store Cafe,(415) 864-6981,94117.0,CA,San Francisco,1451 Haight St,0,1,0,Blue Front Cafe,(415) 252-5917,94117.0,CA,San Francisco,1430 Haight Street,0,1,0
75900,75900,2981,1643,Blue Front Cafe,(415) 252-5917,94117.0,CA,San Francisco,1430 Haight St,0,1,0,Blue Front Cafe,(415) 252-5917,94117.0,CA,San Francisco,1430 Haight Street,0,1,0
75931,75931,2870,1554,Saison,(415) 828-7990,94107.0,CA,San Francisco,178 Townsend St,0,0,0,Saison,(415) 828-7990,94107.0,CA,San Francisco,178 Townsend Street,0,0,0
75951,75951,411,3225,Meli Cafe &  Juice Bar,(312) 454-0748,60661.0,IL,Chicago,301 S Halsted St,0,1,0,Meli Cafe,(312) 454-0748,60661.0,IL,Chicago,301 S Halsted Street,0,1,0
75967,75967,769,3225,Jubilee Juice & Grill,(312) 491-8500,60661.0,IL,Chicago,140 N Halsted St,1,1,0,Meli Cafe,(312) 454-0748,60661.0,IL,Chicago,301 S Halsted Street,0,1,0
76407,76407,2094,3370,Local 360,(206) 441-9360,98121.0,WA,Seattle,2234 1st Ave,0,1,1,List,(206) 441-1000,98121.0,WA,Seattle,2226 1st Avenue,0,0,1
76492,76492,1680,3370,List,(206) 441-1000,98121.0,WA,Seattle,2226 1st Ave,0,0,1,List,(206) 441-1000,98121.0,WA,Seattle,2226 1st Avenue,0,0,1
76624,76624,2366,3456,Samir’s Mediterranean Grill,(206) 633-1778,98105.0,WA,Seattle,1316 NE 43rd St,0,1,1,Jak's Grill,(206) 985-8545,98105.0,WA,Seattle,3701 NE 45th Street,0,1,0
76755,76755,1879,3361,Green Leaf Vietnamese Restaurant,(206) 340-1388,98104.0,WA,Seattle,418 8th Ave S,0,1,0,Shanghai Garden Restaurant II,(206) 625-1688,98104.0,WA,Seattle,524 6th Avenue South,0,1,0
77057,77057,1393,1058,Two Little Red Hens,(212) 452-0476,10028.0,NY,New York,1652 2nd Ave,0,1,0,Heidelberg Restaurant,(212) 628-2332,10028.0,NY,New York,1648 2nd Avenue,0,1,1
77100,77100,2397,3410,It’s Bao Time,(206) 227-2815,98109.0,WA,Seattle,320 Westlake Ave N,0,1,0,Betty,(206) 352-3773,98109.0,WA,Seattle,1507 Queen Anne Avenue N,0,1,1
77187,77187,2106,3410,Betty,(206) 352-3773,98109.0,WA,Seattle,1507 Queen Anne Ave N,0,1,0,Betty,(206) 352-3773,98109.0,WA,Seattle,1507 Queen Anne Avenue N,0,1,1
77499,77499,3017,1895,Regent Thai Restaurant,(415) 643-5893,94131.0,CA,San Francisco,1700 Church St,0,1,0,Toast Eatery,(415) 282-4328,94131.0,CA,San Francisco,1748 Church Street,0,1,1
77561,77561,298,37,Xoco,(312) 661-1434,60654.0,IL,Chicago,449 N Clark St,0,1,1,Topolobampo,(312) 661-1434,60654.0,IL,Chicago,445 North Clark Street,0,0,1
77577,77577,428,37,Roka Akor - Chicago,(312) 477-7652,60654.0,IL,Chicago,456 N Clark St,0,1,1,Topolobampo,(312) 661-1434,60654.0,IL,Chicago,445 North Clark Street,0,0,1
77733,77733,1241,920,Sakagura,(212) 953-7253,10017.0,NY,New York,211 E 43rd St,0,0,0,Sparks Steak House,(212) 687-4855,10017.0,NY,New York,210 E 46th Street,0,0,0
77753,77753,1573,920,Num Pang Sandwich Shop,(212) 867-8889,10017.0,NY,New York,140 E 41st St,1,1,0,Sparks Steak House,(212) 687-4855,10017.0,NY,New York,210 E 46th Street,0,0,0
77798,77798,2967,1905,Contigo,(415) 285-0250,94114.0,CA,San Francisco,1320 Castro St,0,1,1,Contigo,(415) 285-0250,94114.0,CA,San Francisco,1320 Castro Street,0,1,1
77843,77843,2881,1945,Blue Plate,(415) 282-6777,94110.0,CA,San Francisco,3218 Mission St,0,0,1,Baby Blues BBQ,(415) 896-4250,94110.0,CA,San Francisco,3149 Mission Street,1,1,0
77885,77885,308,3236,Benny’s Chop House,(312) 626-2444,60611.0,IL,Chicago,444 N Wabash Ave,0,1,0,Benny's Chop House,(312) 626-2444,60611.0,IL,Chicago,444 N. Wabash Avenue,0,1,0
77904,77904,721,3236,Friends Sushi,(312) 787-8998,60611.0,IL,Chicago,710 N Rush St,1,1,1,Benny's Chop House,(312) 626-2444,60611.0,IL,Chicago,444 N. Wabash Avenue,0,1,0
78149,78149,1808,3400,Il Terrazzo Carmine,(206) 467-7797,98104.0,WA,Seattle,411 1st Ave S,0,1,1,Il Terrazzo Carmine,(206) 467-7797,98104.0,WA,Seattle,411 1st Avenue South,0,1,1
78159,78159,2368,3400,Cherry Street Coffee House,(206) 442-9372,98104.0,WA,Seattle,808 3rd Ave,0,1,1,Il Terrazzo Carmine,(206) 467-7797,98104.0,WA,Seattle,411 1st Avenue South,0,1,1
78387,78387,842,835,Russ & Daughters,(212) 475-4880,10002.0,NY,New York,179 E Houston St,1,1,0,Russ & Daughters,(212) 475-4880,10002.0,NY,New York,179 E Houston Street,0,1,0
78454,78454,2801,2020,Manora’s Thai Cuisine,(415) 861-6224,94103.0,CA,San Francisco,1600 Folsom St,1,1,0,Pauline's,(415) 552-2050,94103.0,CA,San Francisco,260 Valencia Street,0,1,0
78486,78486,2998,2020,Rye Project,(415) 552-8984,94103.0,CA,San Francisco,180 7th St,0,1,0,Pauline's,(415) 552-2050,94103.0,CA,San Francisco,260 Valencia Street,0,1,0
79027,79027,2332,3330,Shug’s Soda Fountain + Ice Cream,(206) 602-6420,98101.0,WA,Seattle,1525 1st Avenue,0,1,1,The Crumpet Shop,(206) 682-1598,98101.0,WA,Seattle,1503 1st Avenue Pike Place Market,0,1,1
79055,79055,1872,3330,Sitka & Spruce,(206) 324-0662,98101.0,WA,Seattle,1531 Melrose Ave,0,0,0,The Crumpet Shop,(206) 682-1598,98101.0,WA,Seattle,1503 1st Avenue Pike Place Market,0,1,1
79083,79083,1624,3330,The Crumpet Shop,(206) 682-1598,98101.0,WA,Seattle,1503 1st Ave,0,1,1,The Crumpet Shop,(206) 682-1598,98101.0,WA,Seattle,1503 1st Avenue Pike Place Market,0,1,1
79302,79302,2822,2134,Sotto Mare,(415) 398-3181,94133.0,CA,San Francisco,552 Green St,0,1,1,Gigi's Sotto Mare Oysteria & Seafood Restaurant,(415) 398-3181,94133.0,CA,San Francisco,552 Green Street,0,0,1
79370,79370,2972,1503,24th Street Bar,(415) 282-2440,94110.0,CA,San Francisco,3336 24th St,0,0,0,Bi-Rite Creamery & Bakeshop,(415) 626-5600,94110.0,CA,San Francisco,3692 18th Street,0,0,0
79386,79386,3068,1503,Salumeria,(415) 471-2998,94110.0,CA,San Francisco,3000 20th St,0,1,1,Bi-Rite Creamery & Bakeshop,(415) 626-5600,94110.0,CA,San Francisco,3692 18th Street,0,0,0
79540,79540,3017,2257,Regent Thai Restaurant,(415) 643-5893,94131.0,CA,San Francisco,1700 Church St,0,1,0,Le P'tit Laurent,(415) 334-3235,94131.0,CA,San Francisco,699 Chenery Street,0,0,0
79720,79720,959,739,Daniel,(212) 288-0033,10065.0,NY,New York,60 E 65th St.,0,0,0,Daniel,(212) 288-0033,10065.0,NY,New York,60 E 65th Street,0,0,0
79811,79811,1538,1476,Upland,(212) 686-1006,10010.0,NY,New York,345 Park Ave S,0,0,0,Eisenberg's Sandwich Shop,(212) 675-5096,10010.0,NY,New York,174 5th Avenue,0,1,0
79909,79909,5,354,Alinea,(312) 867-0110,60614.0,IL,Chicago,1723 N Halsted St,0,0,0,Stella Barra Pizzeria,(773) 634-4101,60614.0,IL,Chicago,1954 N. Halsted Street,0,1,0
79913,79913,82,354,Sapori Trattoria,(312) 967-9358,60614.0,IL,Chicago,2701 N Halsted St,0,1,1,Stella Barra Pizzeria,(773) 634-4101,60614.0,IL,Chicago,1954 N. Halsted Street,0,1,0
79930,79930,366,354,Balena,(312) 867-3888,60614.0,IL,Chicago,1633 N Halsted St,1,1,0,Stella Barra Pizzeria,(773) 634-4101,60614.0,IL,Chicago,1954 N. Halsted Street,0,1,0
79935,79935,356,354,Chicago Pizza And Oven Grinder Company,(773) 248-2570,60614.0,IL,Chicago,2121 N Clark St,0,1,0,Stella Barra Pizzeria,(773) 634-4101,60614.0,IL,Chicago,1954 N. Halsted Street,0,1,0
79952,79952,654,354,Summer House,(773) 634-4100,60614.0,IL,Chicago,1954 N Halsted St,0,1,1,Stella Barra Pizzeria,(773) 634-4101,60614.0,IL,Chicago,1954 N. Halsted Street,0,1,0
