id,Name,Phone,Zipcode,State,City,Address,Delivery,Takeout,Outdoor_seating
1821,North Beach Pizza,(415) 433-2444,94133,CA,San Francisco,1462 Grant Avenue,1,1,0
1822,Umami Burger,(415) 440-8626,94123,CA,San Francisco,2184 Union Street,0,1,1
1823,Catch,(415) 431-5000,94114,CA,San Francisco,2362 Market Street,0,1,1
1824,First Crush,(415) 982-7874,94102,CA,San Francisco,101 Cyril Magnin Street,0,1,0
1825,Presidio Social Club,(415) 885-1888,94129,CA,San Francisco,563 Ruger Street,0,0,1
1826,Cafe Bean,(415) 928-0888,94109,CA,San Francisco,800 Sutter Street,0,1,1
1827,Chef Hung's Restaurant,(415) 398-6883,94108,CA,San Francisco,823 Clay Street,0,1,0
1828,AQ Restaurant & Bar,(415) 341-9000,94103,CA,San Francisco,1085 Mission Street,0,0,0
1829,Akiko's Sushi Bar,(415) 989-8218,94102,CA,San Francisco,542 A Mason Street,0,1,0
1830,Waterfront Restaurant,(415) 391-2696,94111,CA,San Francisco,Pier 7,0,1,1
1831,Zushi Puzzle,(415) 931-9319,94123,CA,San Francisco,1910 Lombard Street,0,1,0
1832,Urban Fish,(415) 863-4744,94110,CA,San Francisco,2193 Mission District Street,1,1,0
1833,Rocco's Cafe,(415) 554-0522,94103,CA,San Francisco,1131 Folsom Street,0,1,0
1834,The Cavalier,(415) 321-6000,94103,CA,San Francisco,360 Jessie Street,0,0,0
1835,Chowders,(415) 391-4737,94133,CA,San Francisco,Pier 39,0,1,1
1836,Namu Gaji,(415) 431-6268,94110,CA,San Francisco,499 Dolores Street,0,0,0
1837,Bob's Donut & Pastry Shop,(415) 776-3141,94109,CA,San Francisco,1621 Polk Street,0,1,0
1838,Vesuvio Cafe,(415) 362-3370,94133,CA,San Francisco,255 Columbus Avenue,0,0,0
1839,Nob Hill Grille,(415) 474-5985,94109,CA,San Francisco,969 Hyde Street,0,0,0
1840,West of Pecos,(415) 252-7000,94110,CA,San Francisco,550 Valencia Street,0,1,0
1841,Hang Ah Tea Room,(415) 982-5686,94108,CA,San Francisco,1 Pagoda Place,1,1,0
1842,Tommy's Mexican,(415) 387-4747,94121,CA,San Francisco,5929 Geary Boulevard,0,1,0
1843,Crepevine,(415) 681-5858,94122,CA,San Francisco,624 Irving Street,0,1,1
1844,Lovejoy's Antiques & Tea Room,(415) 648-5895,94114,CA,San Francisco,1351 Church Street,0,0,0
1845,Show Dogs,(415) 558-9560,94102,CA,San Francisco,1020 Market Street,0,1,1
1846,Firefly,(415) 821-7652,94114,CA,San Francisco,4288 24th Street,0,0,0
1847,Firenze by Night,(415) 392-8485,94133,CA,San Francisco,1429 Stockton Street,0,0,0
1848,La Mediterranee,(415) 921-2956,94115,CA,San Francisco,2210 Fillmore Street,1,1,1
1849,Hard Knox Cafe,(415) 648-3770,94107,CA,San Francisco,2526 3rd Street,0,1,0
1850,Boxing Room,(415) 430-6590,94102,CA,San Francisco,399 Grove Street,0,1,0
1851,The Italian Homemade Company,(415) 712-8874,94133,CA,San Francisco,716 Columbus Avenue,0,0,0
1852,Ruth's Chris,(415) 673-0557,94109,CA,San Francisco,1601 Van Ness Avenue,0,0,0
1853,Capurro's Restaurant & Bar,(415) 771-9371,94109,CA,San Francisco,498 Jefferson Street,0,1,1
1854,Cafe Bellini,(415) 956-5101,94102,CA,San Francisco,235 Powell Street,0,1,1
1855,Umami,(415) 346-3431,94123,CA,San Francisco,2909 Webster Street,0,0,0
1856,Serpentine,(415) 252-2000,94107,CA,San Francisco,2495 3rd Street,0,1,0
1857,Escape From New York Pizza,(415) 668-5577,94117,CA,San Francisco,1737 Haight Street,1,1,0
1858,Out the Door,(415) 923-9575,94115,CA,San Francisco,2232 Bush Street,0,0,0
1859,Frascati Ristorante,(415) 928-1406,94109,CA,San Francisco,1901 Hyde Street,0,0,0
1860,BurgerMeister,(415) 437-2874,94114,CA,San Francisco,138 Church Street,0,1,0
1861,Izzy's Steak and Chop House,(415) 563-0487,94123,CA,San Francisco,3345 Steiner Street,0,1,0
1862,Esperpento,(415) 282-8867,94110,CA,San Francisco,3295 22nd Street,0,1,0
1863,Eric's,(415) 282-0919,94131,CA,San Francisco,1500 Church Street,0,0,0
1864,Prospect,(415) 247-7770,94105,CA,San Francisco,300 Spear Street,0,0,0
1865,Sessions at the Presidio,(415) 655-9413,94129,CA,San Francisco,1 Letterman Drive,0,0,0
1866,La Ciccia,(415) 550-8114,94131,CA,San Francisco,291 30th Street,0,1,0
1867,Tacolicious,(415) 346-1966,94123,CA,San Francisco,2031 Chestnut Street,1,1,1
1868,Pat's Cafe,(415) 776-8735,94133,CA,San Francisco,2330 Taylor Street,0,1,1
1869,Fino,(415) 928-2080,94109,CA,San Francisco,624 Post Street,0,0,0
1870,Fior d'Italia,(415) 986-1886,94133,CA,San Francisco,2237 Mason Street,0,0,1
1871,Fly Trap,(415) 243-0580,94107,CA,San Francisco,606 Folsom Street,0,1,0
1872,Alfred's Steak House,(415) 781-7058,94111,CA,San Francisco,659 Merchant Street,0,1,0
1873,Green Chile Kitchen,(415) 440-9411 (415) 440-9412,94115,CA,San Francisco,1801 McAllister Street,0,1,1
1874,Basil Thai Restaurant & Bar,(415) 552-8999,94103,CA,San Francisco,1175 Folsom Street,0,1,0
1875,B Star,(415) 933-9900,94118,CA,San Francisco,127 Clement Street,0,1,0
1876,Roli Roti,(510) 780-0335,94111,CA,Los Angeles,Location Varies,0,0,0
1877,Isa,(415) 567-9588,94123,CA,San Francisco,3324 Steiner Street,0,0,0
1878,Sausage Factory,(415) 626-1250,94114,CA,San Francisco,517 Castro Street,0,0,0
1879,Coco Bang,(415) 292-5144,94102,CA,San Francisco,550 Taylor Street,0,0,0
1880,Pakwan,(415) 255-2440,94103,CA,San Francisco,3182 16th Street,0,1,1
1881,Sinbad's Pier 2,(415) 781-2555,94105,CA,San Francisco,Pier 2,0,1,1
1882,Il Cane Rosso,(415) 391-7599,94111,CA,San Francisco,Ferry Building,0,0,0
1883,Bocadillos,(415) 982-2622,94111,CA,San Francisco,710 Montgomery Street,0,0,0
1884,Butterfly,(415) 864-8999,94133,CA,San Francisco,Pier 33,0,0,0
1885,Morton's The Steakhouse,(415) 986-5830,94105,CA,San Francisco,400 Post Street,0,0,0
1886,Sons & Daughters,(415) 391-8311,94108,CA,San Francisco,708 Bush Street,0,0,0
1887,Just For You Cafe,(415) 647-3033,94107,CA,San Francisco,732 22nd Street,0,0,1
1888,The Little Chihuahua,(415) 255-8225,94117,CA,San Francisco,292 Divisadero Street,0,1,0
1889,Contraband Coffee Bar,(415) 839-7388,94109,CA,San Francisco,1415 Larkin Street,0,0,1
1890,Marnee Thai,(415) 731-9999,94122,CA,San Francisco,1243 9th Avenue,1,1,0
1891,Mezes,(415) 409-7111,94123,CA,San Francisco,2373 Chestnut Street,1,1,0
1892,Walzwerk,(415) 551-7181,94103,CA,San Francisco,381 South Van Ness Avenue,0,0,0
1893,1300 on Fillmore,(415) 771-7100,94115,CA,San Francisco,1300 Fillmore Street,1,1,0
1894,Pizzetta 211,(415) 379-9880,94121,CA,San Francisco,211 23rd Avenue,0,0,0
1895,Toast Eatery,(415) 282-4328,94131,CA,San Francisco,1748 Church Street,0,1,1
1896,Bill's Place,(415) 221-5262,94121,CA,San Francisco,2315 Clement Street,0,1,0
1897,Okoze Sushi,(415) 567-3397,94109,CA,San Francisco,1207 Union Street,0,1,0
1898,Don Pisto's,(415) 395-0939,94133,CA,San Francisco,510 Union Street,0,1,0
1899,Commonwealth,(415) 355-1500,94110,CA,San Francisco,2224 Mission District Street,0,0,0
1900,Vip Coffee & Cake Shop,(415) 989-7118,94133,CA,San Francisco,671 Broadway Street,0,1,0
1901,The American Grilled Cheese Kitchen,(415) 243-0107,94107,CA,San Francisco,1 South Park Street,0,1,1
1902,Ristorante Umbria,(415) 546-6985,94105,CA,San Francisco,198 2nd Street,0,1,1
1903,Far East Cafe,(415) 982-3245,94108,CA,San Francisco,631 Grant Avenue,0,0,0
1904,Philz Coffee,(415) 282-9155,94110,CA,San Francisco,3101 24th Street,0,0,1
1905,Contigo,(415) 285-0250,94114,CA,San Francisco,1320 Castro Street,0,1,1
1906,Good Luck Dim Sum,(415) 386-3388,94118,CA,San Francisco,736 Clement Street,0,1,0
1907,Bluestem Brasserie,(415) 547-1111,94103,CA,San Francisco,1 Yerba Buena Lane,0,1,1
1908,Cha Cha Cha,(415) 824-1502,94110,CA,San Francisco,2327 Mission District Street,0,1,0
1909,Tian Sing Chinese,(415) 398-1338,94102,CA,San Francisco,138 Cyril Magnin Street,0,1,0
1910,Otoro Sushi,(415) 553-3986,94102,CA,San Francisco,205 Oak Street,0,1,0
1911,Gaspare's Pizza House & Italian,(415) 387-5025,94121,CA,San Francisco,5546 Geary Boulevard,0,1,0
1912,Lou's,(415) 771-5687,94133,CA,San Francisco,300 Jefferson Street,0,1,1
1913,The Sentinel,(415) 284-9960,94105,CA,San Francisco,37 New Montgomery Street,0,1,0
1914,Sociale,(415) 921-3200,94118,CA,San Francisco,3665 Sacramento Street,0,0,0
1915,Tikka Masala,(415) 345-1028,94102,CA,San Francisco,425 Ellis Street,0,1,0
1916,Stella Pastry & Cafe,(415) 986-2914,94133,CA,San Francisco,446 Columbus Avenue,0,0,0
1917,Little Skillet,(415) 777-2777,94107,CA,San Francisco,360 Ritch Street,1,1,1
1918,El Farolito,(415) 824-7877,94110,CA,San Francisco,2779 Mission District Street,0,1,0
1919,Mel's Drive-in,(415) 921-2867,94123,CA,San Francisco,2165 Lombard Street,0,1,0
1920,Piperade,(415) 391-2555,94111,CA,San Francisco,1015 Battery Street,0,1,1
1921,Maru Sushi,(415) 393-9911,94108,CA,San Francisco,529 Powell Street,0,1,0
1922,Crepes on Cole,(415) 664-1800,94117,CA,San Francisco,100 Carl Street,0,1,1
1923,Maven,(415) 829-7982,94117,CA,San Francisco,598 Haight Street,0,1,0
1924,Mo's,(415) 788-3779,94133,CA,San Francisco,1322 Grant Avenue,0,1,0
1925,Taqueria Cancun,(415) 252-9560,94110,CA,San Francisco,2288 Mission District Street,0,1,0
1926,Underdog,(415) 665-8881,94122,CA,San Francisco,1634 Irving Street,1,1,1
1927,Turtle Tower,(415) 409-3333,94109,CA,San Francisco,645 Larkin Street,0,1,0
1928,B. Patisserie,(415) 440-1700,94115,CA,San Francisco,2821 California Street,0,0,1
1929,MyMy Coffee Shop,(415) 800-7466,94109,CA,San Francisco,1500 California Street,0,1,1
1930,Suzu Noodle House,(415) 346-5083,94115,CA,San Francisco,Japan Center,0,0,0
1931,Woodhouse Fish Company,(415) 437-2722,94115,CA,San Francisco,1914 Fillmore Street,0,1,0
1932,St. Francis Fountain,(415) 826-4210,94110,CA,San Francisco,2801 24th Street,0,1,0
1933,Tad's Steakhouse,(415) 982-1718,94102,CA,San Francisco,120 Powell Street,0,1,0
1934,5A5 Steak Lounge,(415) 989-2539,94111,CA,San Francisco,244 Jackson Street,0,0,0
1935,Hard Knox Cafe,(415) 752-3770,94121,CA,San Francisco,2448 Clement Street,0,1,0
1936,The Corner Store,(415) 359-1800,94118,CA,San Francisco,5 Masonic Avenue,0,1,1
1937,Koh Samui & the Monkey,(415) 369-0007,94107,CA,San Francisco,415 Brannan Street,0,0,0
1938,Cafe Bastille,(415) 986-5673,94104,CA,San Francisco,22 Belden Place,0,1,1
1939,Gialina,(415) 239-8500,94131,CA,San Francisco,2842 Diamond Street,0,0,0
1940,Yuet Lee,(415) 982-6020,94133,CA,San Francisco,1300 Stockton Street,0,1,0
1941,The Crab Station,(415) 474-8796,94133,CA,San Francisco,2803 Taylor Street,0,1,0
1942,Acquerello,(415) 567-5432,94109,CA,San Francisco,1722 Sacramento Street,0,0,0
1943,Venticello Ristorante,(415) 922-2545,94108,CA,San Francisco,1257 Taylor Street,0,0,0
1944,Brazen Head,(415) 921-7600,94123,CA,San Francisco,3166 Buchanan Street,0,1,0
1945,Baby Blues BBQ,(415) 896-4250,94110,CA,San Francisco,3149 Mission Street,1,1,0
1946,Rogue,(415) 362-7880,94133,CA,San Francisco,673 Union Street,0,0,1
1947,Samovar Tea Lounge,(415) 626-4700,94114,CA,San Francisco,498 Sanchez Street,0,1,1
1948,Barney's Gourmet Hamburgers,(415) 563-0307,94123,CA,San Francisco,3344 Steiner Street,0,1,1
1949,Emmy's Spaghetti Shack,(415) 206-2086,94110,CA,San Francisco,3230 Mission Street,1,1,0
1950,Baonecci,(415) 989-1806,94133,CA,San Francisco,516 Green Street,0,1,0
1951,Ferry Plaza Seafood,(415) 274-2561,94133,CA,San Francisco,653 Union Street,0,1,1
1952,Puerto Alegre,(415) 255-8201,94110,CA,San Francisco,546 Valencia Street,0,1,0
1953,Squat and Gobble,(415) 441-2200,94123,CA,San Francisco,2263 Chestnut Street,0,1,1
1954,Caffe Trieste,(415) 982-2605,94133,CA,San Francisco,601 Vallejo Street,0,0,1
1955,Rose's Cafe,(415) 775-2200,94123,CA,San Francisco,2298 Union Street,0,1,1
1956,Delica,(415) 834-0344,94111,CA,San Francisco,Ferry Building,0,1,0
1957,Swensen's Ice Cream,(415) 775-6818,94109,CA,San Francisco,1999 Hyde Street,0,0,0
1958,Sauce,(415) 252-1369,94102,CA,San Francisco,131 Gough Street,0,1,0
1959,Hana Zen,(415) 421-8822,94133,CA,San Francisco,Pier 39,0,1,0
1960,Noah's Bagels,(415) 433-9682,94104,CA,San Francisco,100 Bush Street,1,1,0
1961,Sushi Bistro,(415) 933-7100,94118,CA,San Francisco,431 Balboa Street,0,1,0
1962,Cafe Jacqueline,(415) 981-5565,94133,CA,San Francisco,1454 Grant Avenue,0,0,0
1963,Delancey Street,(415) 512-5179,94107,CA,San Francisco,600 The Embarcadero,0,1,1
1964,Pied Piper Bar,(415) 546-5089,94105,CA,San Francisco,Palace Hotel,0,0,0
1965,Original Joe's,(415) 775-4877 (415) 662-4440,94133,CA,San Francisco,601 Union Street,0,0,1
1966,HRD,(415) 543-2355,94107,CA,San Francisco,521 3rd Street,1,1,0
1967,Roti Indian Bistro,(415) 665-7684,94127,CA,San Francisco,53 W Portal Avenue,0,1,0
1968,Sushirrito,(415) 495-7655,94105,CA,San Francisco,59 New Montgomery,0,0,0
1969,Bourbon Steak,(415) 397-3003,94102,CA,San Francisco,Westin Hotel,0,0,0
1970,Polker's,(415) 885-1000,94109,CA,San Francisco,2226 Polk Street,0,1,0
1971,Kara's Cupcakes,(415) 563-2253,94123,CA,San Francisco,3249 Scott Street,1,1,0
1972,SOMA Restaurant & Bar,(415) 778-8500,94103,CA,San Francisco,85 5th Street,0,0,0
1973,Comstock Saloon,(415) 617-0071,94133,CA,San Francisco,155 Columbus Avenue,0,1,1
1974,Roxanne Cafe,(415) 989-5555,94108,CA,San Francisco,570 Powell Street,0,1,0
1975,Ramen Underground,(415) 999-2503 (415) 765-9909,94108,CA,San Francisco,356 Kearny Street,0,1,0
1976,Pizza Orgasmica,(415) 931-5300,94123,CA,San Francisco,3157 Fillmore Street,1,1,0
1977,Savor,(415) 282-0344,94114,CA,San Francisco,3913 24th Street,0,1,1
1978,Rosamunde Sausage Grill,(415) 970-9015,94110,CA,San Francisco,2832 Mission District Street,0,1,1
1979,Bissap Baobab,(415) 643-3558 (415) 401-0641,94110,CA,San Francisco,3372 19th Street,0,1,0
1980,Shanghai Dumpling King,(415) 387-2088,94121,CA,San Francisco,3319 Balboa Street,0,1,0
1981,Barney's Gourmet Hamburgers,(415) 282-7770,94114,CA,San Francisco,4138 24th Street,1,1,1
1982,PPQ Dungeness Island,(415) 386-8266,94121,CA,San Francisco,2332 Clement Street,0,1,0
1983,Market Bar,(415) 434-1100,94111,CA,San Francisco,Ferry Building,0,0,1
1984,Jake's Steaks,(415) 922-2211,94123,CA,San Francisco,3301 Buchanan Street,1,1,1
1985,Mission Pie,(415) 282-1500,94110,CA,San Francisco,2901 Mission District Street,0,1,1
1986,Blue Bottle,(510) 653-3394,94104,CA,San Francisco,115 Sansome Street,0,1,0
1987,Green Papaya Restaurant,(415) 348-8882,94103,CA,San Francisco,825 Mission Street,1,1,0
1988,Indian Oven,(415) 626-1628,94117,CA,San Francisco,233 Fillmore Street,0,1,0
1989,Butler & the Chef Bistro,(415) 896-2075,94107,CA,San Francisco,155 S Park Street,0,1,0
1990,Il Casaro,(415) 677-9455,94133,CA,San Francisco,348 Columbus Avenue,0,1,0
1991,Frjtz Valencia,(415) 863-8272,94110,CA,San Francisco,591 Valencia Street,1,1,1
1992,Ace Wasabi's Rock-n-Roll Sushi,(415) 567-4903,94123,CA,San Francisco,3339 Steiner Street,0,1,0
1993,El Toro Taqueria,(415) 431-3351,94110,CA,San Francisco,598 Valencia Street,0,1,0
1994,Yuzuki Japanese Eatery,(415) 556-9898,94110,CA,San Francisco,598 Guerrero Street,0,1,0
1995,Red's Java House,(415) 777-5626,94111,CA,San Francisco,Pier 30 The Embarcadero,0,1,1
1996,Eureka Restaurant & Lounge,(415) 431-6000,94114,CA,San Francisco,4063 18th Street,0,0,0
1997,City Chopsticks,(415) 563-1085,94108,CA,San Francisco,883 Bush Street,1,1,0
1998,Joanie's Happy Days Diner,(415) 928-4343,94133,CA,San Francisco,1329 Columbus Avenue,0,1,0
1999,Giorgio's Pizzeria,(415) 668-1266,94118,CA,San Francisco,151 Clement Street,1,1,0
2000,Trace,(415) 817-7836,94105,CA,San Francisco,W Hotel,0,1,1
2001,Mifune,(415) 922-0337,94115,CA,San Francisco,Japan Center,0,1,0
2002,Wise Sons,(415) 787-3354,94110,CA,San Francisco,3150 24th Street,0,1,0
2003,Khan Toke Thai House,(415) 668-6654,94121,CA,San Francisco,5937 Geary Boulevard,0,1,0
2004,Capannina,(415) 409-8001,94123,CA,San Francisco,1809 Union Street,1,1,0
2005,The Rotunda,(415) 362-3900 (415) 249-2720,94108,CA,San Francisco,Neiman Marcus,0,0,0
2006,BurgerMeister,(415) 566-1274,94117,CA,San Francisco,86 Carl Street,0,1,1
2007,Bar Crudo,(415) 409-0679,94117,CA,San Francisco,655 Divisadero Street,0,0,0
2008,Marcello's,(415) 863-3900,94114,CA,San Francisco,420 Castro Street,1,1,0
2009,Lemongrass,(415) 346-1818 (415) 929-1183,94109,CA,San Francisco,2348 Polk Street,1,1,0
2010,Hog & Rocks,(415) 550-8627,94110,CA,San Francisco,3431 19th Street,0,1,0
2011,Goat Hill Pizza,(415) 641-1440,94107,CA,San Francisco,300 Connecticut Street,0,1,0
2012,Buca di Beppo,(415) 543-7673,94103,CA,San Francisco,855 Howard Street,1,1,0
2013,Aux Delices,(415) 928-4977,94109,CA,San Francisco,2327 Polk Street,1,1,0
2014,Regent Thai,(415) 643-5893,94131,CA,San Francisco,1700 Church Street,0,0,0
2015,El Toreador,(415) 566-2673,94127,CA,San Francisco,50 W Portal Avenue,0,1,0
2016,Lolinda,(415) 550-6970,94110,CA,San Francisco,2518 Mission District Street,0,1,0
2017,L'Ardoise,(415) 437-2600,94114,CA,San Francisco,151 Noe Street,0,0,0
2018,Papalote,(415) 776-0106,94117,CA,San Francisco,1777 Fulton Street,0,1,0
2019,Lers Ros Thai,(415) 874-9661,94102,CA,San Francisco,307 Hayes Street,1,1,1
2020,Pauline's,(415) 552-2050,94103,CA,San Francisco,260 Valencia Street,0,1,0
2021,View Lounge,(415) 442-6003,94103,CA,San Francisco,Marriott Marquis,0,0,0
2022,Hakkasan,(415) 829-8148,94104,CA,San Francisco,One Kearny,0,0,0
2023,Brandy Ho's Hunan Food,(415) 788-7527,94133,CA,San Francisco,217 Columbus Avenue,1,1,0
2024,Jackson Fillmore,(415) 346-5288,94115,CA,San Francisco,2506 Fillmore Street,0,0,0
2025,Perry's,(415) 922-9022,94123,CA,San Francisco,1944 Union Street,0,1,1
2026,Cafe La Taza,(415) 392-2030,94105,CA,San Francisco,470 Post Street,0,0,0
2027,Bun Mee,(415) 800-7696,94115,CA,San Francisco,2015 Fillmore Street,1,1,1
2028,Go JoJo's Mojo,(415) 263-0024,94103,CA,San Francisco,Location Varies,0,1,1
2029,Squat And Gobble,(415) 552-2125,94114,CA,San Francisco,3600 16th Street,0,1,1
2030,Mozzarella di Bufala,(415) 661-8900,94127,CA,San Francisco,69 W Portal Avenue,1,1,0
2031,Fish & Farm,(415) 474-3474,94102,CA,San Francisco,339 Taylor Street,0,1,0
2032,Moz Cafe,(415) 777-1080,94103,CA,San Francisco,36 5th Street,0,1,0
2033,Pescatore,(415) 561-1111,94133,CA,San Francisco,The Tuscan Hotel,0,1,1
2034,Park Gyros,(415) 731-0400,94122,CA,San Francisco,1201 9th Avenue,1,1,0
2035,Mario's Bohemian Cigar Store Cafe,(415) 362-0536,94133,CA,San Francisco,566 Columbus Avenue,0,0,1
2036,Taco Shop at Underdogs,(415) 566-8700,94122,CA,San Francisco,1824 Irving Street,0,1,0
2037,The Chairman,(415) 813-8800,94109,CA,San Francisco,670 Larkin Street,0,0,0
2038,Humphry Slocombe,(415) 550-6971,94111,CA,San Francisco,Ferry Building,0,0,0
2039,Ella's,(415) 441-5669,94115,CA,San Francisco,500 Presidio Avenue,0,1,0
2040,Pacific Cafe,(415) 387-7091,94121,CA,San Francisco,7000 Geary Boulevard,0,1,0
2041,Yamo,(415) 553-8911,94110,CA,San Francisco,3406 18th Street,0,1,0
2042,Burger Bar,(415) 269-4272,94102,CA,170 O'Farrell Street,Macy's Marketplace,0,0,0
2043,Schroeder's,(415) 421-4778,94111,CA,San Francisco,240 Front Street,0,1,0
2044,Arlequin,(415) 626-1211,94102,CA,San Francisco,384 Hayes Street,0,0,1
2045,Mazarine Coffee,(415) 398-7700,94102,CA,San Francisco,720 Market Street,0,0,1
2046,MoMo's,(415) 227-8660,94107,CA,San Francisco,760 2nd Street,0,1,1
2047,Darn Good Food,(415) 402-5209,94133,CA,San Francisco,322 Kearny Street,0,1,0
2048,Beard Papa,(415) 978-9972,94130,CA,San Francisco,99 Yerba Buena Lane,0,1,1
2049,Harvey's,(415) 431-4278,94114,CA,San Francisco,500 Castro Street,0,1,0
2050,California Pizza Kitchen,(415) 278-0443,94103,CA,San Francisco,54 3rd Street,1,1,1
2051,Udupi Palace,(415) 970-8000,94110,CA,San Francisco,1007 Valencia Street,0,1,0
2052,The Progress,(415) 673-1294,94115,CA,San Francisco,1525 Fillmore Street,0,1,0
2053,Palomino,(415) 512-7400,94105,CA,San Francisco,345 Spear Street,0,0,1
2054,SOMA Eats,(415) 543-7662,94105,CA,San Francisco,186 2nd Street,0,1,1
2055,New Asia,(415) 391-6666,94133,CA,San Francisco,772 Pacific Avenue,0,1,0
2056,Atlas Cafe,(415) 648-1047,94110,CA,San Francisco,3049 20th Street,0,1,1
2057,Brother's Korean,(415) 387-7991,94118,CA,San Francisco,4128 Geary Boulevard,0,1,0
2058,Sushi Boat,(415) 781-5111,94102,CA,San Francisco,389 Geary Street,0,1,1
2059,South Park Cafe,(415) 495-7275,94107,CA,San Francisco,108 South Park Street,0,0,1
2060,Thai Stick,(415) 928-7730,94109,CA,San Francisco,698 Post Street,0,1,0
2061,Blue Barn Gourmet,(415) 441-3232,94123,CA,San Francisco,2105 Chestnut Street,0,1,1
2062,Luigi's Pizzeria,(415) 433-0400,94133,CA,San Francisco,Pier 39,0,1,0
2063,El Techo de Lolinda,(415) 550-6970,94110,CA,San Francisco,2518 Mission District Street,0,0,1
2064,Old Jerusalem Restaurant,(415) 642-5958,94110,CA,San Francisco,2976 Mission District Street,0,1,0
2065,San Francisco Fish Company,(415) 399-1111,94111,CA,San Francisco,Ferry Building,0,0,0
2066,Rue Lepic,(415) 474-6070,94108,CA,San Francisco,900 Pine Street,0,0,0
2067,Piccino,(415) 824-4224,94107,CA,San Francisco,1001 Minnesota Street,0,1,1
2068,Penang Garden,(415) 296-7878,94108,CA,San Francisco,728 Washington Street,0,1,0
2069,Trick Dog,(415) 471-2999,94110,CA,San Francisco,3010 20th Street,0,0,0
2070,Myriad,(415) 525-4335,94110,CA,San Francisco,2491 Mission District Street,0,1,0
2071,Kin Khao,(415) 362-7456,94102,CA,San Francisco,Parc 55 Hotel,0,1,0
2072,Kara's Cupcakes,(415) 351-2253,94109,CA,San Francisco,Ghirardelli Square,0,1,1
2073,Chieftain Irish Restaurant & Pub,(415) 615-0916,94103,CA,San Francisco,198 5th Street,0,0,0
2074,A la Turca,(415) 345-1011,94109,CA,San Francisco,869 Geary Street,0,1,1
2075,Patxi's Pizza,(415) 345-3995,94123,CA,San Francisco,3318 Fillmore Street,1,1,1
2076,Fringale,(415) 543-0573,94107,CA,San Francisco,570 4th Street,0,0,0
2077,Liholiho Yacht Club,(415) 440-5446,94109,CA,San Francisco,871 Sutter Street,0,0,0
2078,Golden Era Vegan Restaurant,(415) 487-8687,94102,CA,San Francisco,395 Golden Gate Avenue,0,1,0
2079,Hard Water,(415) 392-3021,94111,CA,San Francisco,Pier 3,0,0,1
2080,Social Kitchen & Brewery,(415) 681-0330,94122,CA,San Francisco,1326 9th Avenue,0,1,0
2081,Chouchou,(415) 242-0960,94116,CA,San Francisco,400 Dewey Boulevard,0,1,0
2082,Lahore Karahi,(415) 567-8603,94109,CA,San Francisco,612 O'Farrell Street,0,1,0
2083,Osha Thai,(415) 896-6742,94107,CA,San Francisco,311 3rd Street,1,1,0
2084,Firewood Cafe,(415) 252-0999,94114,CA,San Francisco,4248 18th Street,0,1,0
2085,Panta Rei,(415) 591-0900,94133,CA,San Francisco,431 Columbus Avenue,0,1,1
2086,Johnny Rockets,(415) 693-9120,94133,CA,San Francisco,81 Jefferson Street,0,1,1
2087,Cafe Du Soleil,(415) 934-8637,94117,CA,San Francisco,200 Fillmore Street,0,0,1
2088,The Sandwich Spot,(415) 829-2587,94123,CA,San Francisco,3213 Pierce Street,0,1,1
2089,Minas Brazilian Restaurant & Cachacaria,(415) 626-8727,94102,CA,San Francisco,41 Franklin Street,0,1,0
2090,Gordo Taqueria,(415) 387-4484,94121,CA,San Francisco,2252 Clement Street,0,0,0
2091,Poesia,(415) 252-9325,94114,CA,San Francisco,4072 18th Street,0,0,0
2092,Brickhouse Cafe,(415) 369-0222,94107,CA,San Francisco,426 Brannan Street,0,1,0
2093,Thai House Express,(415) 864-5000,94114,CA,San Francisco,599 Castro Street,0,0,0
2094,Out the Door,(415) 861-8032,94111,CA,San Francisco,Ferry Building,0,0,0
2095,Naan 'n' Curry,(415) 664-7225,94122,CA,San Francisco,642 Irving Street,1,1,0
2096,Ashoka Fine Indian Cuisine,(415) 567-8124,94123,CA,San Francisco,2034 Chestnut Street,0,0,0
2097,Picaro Tapas,(415) 431-4089,94103,CA,San Francisco,3120 16th Street,0,1,1
2098,Parallel 37,(415) 773-6168,94108,CA,San Francisco,Ritz-Carlton,0,1,0
2099,Olea,(415) 202-8521,94109,CA,San Francisco,1494 California Street,0,0,1
2100,Nojo,(415) 896-4587,94102,CA,San Francisco,231 Franklin Street,0,0,0
2101,Flywheel Coffee Roasters,(415) 682-4023,94117,CA,San Francisco,672 Stanyan Street,0,0,0
2102,Garibaldi's,(415) 563-8841,94115,CA,San Francisco,347 Presidio Avenue,0,1,0
2103,Eastern Bakery,(415) 982-5157,94108,CA,San Francisco,720 Grant Avenue,0,0,0
2104,Caffe Cento,(415) 772-5000,94108,CA,San Francisco,Fairmont San Francisco Hotel,0,1,0
2105,Thai Spice,(415) 775-4777,94109,CA,San Francisco,1730 Polk Street,0,0,0
2106,Grandeho's Kamekyo,(415) 673-6828,94109,CA,San Francisco,2721 Hyde Street,0,1,0
2107,Ristorante Milano,(415) 673-2961,94109,CA,San Francisco,1448 Pacific Avenue,0,0,0
2108,David's Delicatessen,(415) 276-5950,94102,CA,San Francisco,474 Geary Street,0,1,0
2109,Caffe Delle Stelle,(415) 252-1110,94102,CA,San Francisco,395 Hayes Street,0,1,1
